Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
108570	0.3506435	0.1270909	0.0797766	0.0722060	0.0089834	0.0456893	0.1146875	0.4657257	0.2248265	0.2313609	0.4572160	0.3849790
108580	0.8763292	0.1334747	0.0984331	0.0715554	0.0636900	0.0826891	0.1182904	0.3489616	0.2195289	0.0502409	0.2650106	0.5109923
108590	0.1403165	0.1334747	0.0970527	0.0793872	0.0636900	0.0864399	0.1212060	0.3362415	0.1804220	0.0907240	0.1875819	0.1788533
108600	0.4171695	0.1208043	0.1150279	0.0768367	0.0590485	0.0864399	0.1227909	0.2701860	0.1838050	0.1269228	0.1753248	0.0921090
108610	0.6717741	0.1346476	0.0878284	0.0786885	0.0322620	0.1115230	0.0987801	0.3113863	0.1711254	0.0302862	0.1078647	0.0488834
108620	0.6717741	0.1256674	0.0936741	0.0623760	0.0322620	0.1115230	0.0968573	0.3631264	0.1980389	0.0784259	0.0336598	0.0520493
108630	0.5123269	0.1259691	0.0815700	0.0622695	0.0320424	0.0280377	0.0771358	0.4332468	0.2245941	0.0854853	0.0177779	0.1579080
108640	0.3888587	0.1269605	0.1068801	0.0665836	0.0053094	0.0543919	0.0798939	0.4369349	0.2113650	0.1248928	0.0587724	0.1229773
108650	0.6050930	0.1596784	0.1229525	0.0665597	0.0375748	0.0956499	0.0921240	0.3811994	0.2192961	0.0359917	0.0235128	0.0601723
108660	0.9565271	0.1242882	0.0962168	0.0596256	0.0520569	0.0191948	0.0974113	0.3748299	0.1997382	0.0207465	0.0269946	0.0552928
108670	0.2109978	0.1486556	0.1311437	0.0622889	0.0612498	0.0517372	0.0927845	0.4268657	0.1876771	0.0023406	0.0321657	0.0614140
108680	0.7254153	0.1384336	0.0730034	0.0609796	0.0384901	0.0191340	0.0977648	0.4482541	0.1783284	0.0097213	0.0421637	0.1472666
108690	0.7922936	0.1202409	0.1071826	0.0653041	0.0375576	0.0326799	0.0952832	0.4157816	0.1754650	0.0090667	0.0201463	0.0876029
108700	0.4389943	0.1202409	0.0857411	0.0692204	0.0240711	0.1158409	0.0899642	0.4212710	0.2059963	0.0032230	0.0185153	0.0237072
108710	0.1327950	0.1316987	0.1124462	0.0794747	0.0079750	0.0784748	0.0985777	0.3022042	0.2001570	0.0344538	0.0323135	0.0678160
108720	0.3700740	0.1584659	0.0889065	0.0630353	0.0623579	0.1299503	0.0993780	0.2917590	0.1973491	0.0287656	0.0199929	0.1076338
108730	0.8149394	0.1283811	0.1106956	0.0793282	0.0118478	0.0627153	0.1003348	0.2731519	0.1842543	0.0889533	0.0255602	0.0840356
108740	0.8647679	0.1402874	0.0899211	0.0599515	0.0150581	0.0353334	0.1195622	0.3082852	0.1537873	0.0524098	0.0186984	0.0399700
108750	0.5159495	0.1177724	0.0804043	0.0795195	0.0410849	0.0096697	0.1038658	0.2925991	0.1702600	0.0781443	0.0343689	0.0399700
108760	0.4749249	0.1172788	0.0844079	0.0675612	0.0255224	0.0837323	0.1379195	0.3001695	0.1541953	0.1806364	0.0358157	0.1632692
108770	0.2071187	0.1243243	0.0790890	0.0731767	0.0680668	0.1239808	0.1228741	0.3789071	0.1518136	0.0443346	0.2005866	0.0785175
108780	0.2052994	0.1439998	0.0949607	0.0753722	0.0680668	0.0918089	0.1173356	0.5605368	0.1460615	0.0881494	0.1564037	0.0786073
108790	0.2438448	0.1420408	0.0662987	0.0593588	0.0083058	0.0331766	0.1135078	0.5185394	0.1303412	0.0732064	0.1676126	0.0727424
108800	0.9034892	0.1571417	0.1402783	0.0789953	0.0361911	0.1395709	0.1198554	0.4663244	0.1310280	0.0460076	0.0789095	0.1457922
108810	0.8007075	0.1205579	0.0875324	0.0595520	0.0583334	0.0080857	0.1186331	0.4264152	0.1260067	0.0531401	0.0287143	0.0792265
108820	0.2203881	0.1435839	0.1341052	0.0708764	0.0343443	0.0058957	0.1094252	0.3694235	0.1100495	0.1202145	0.0305924	0.0455516
108830	0.6701677	0.1236303	0.1140752	0.0654113	0.0122253	0.0081537	0.1309138	0.4498460	0.1173844	0.0806336	0.0544330	0.0241666
108840	0.2347393	0.1277072	0.0607066	0.0601848	0.0229232	0.0460253	0.1309603	0.5554261	0.1065664	0.2151544	0.2842875	0.0385737
108850	0.9096373	0.1269205	0.0910000	0.0667890	0.0195674	0.1073053	0.0987113	0.4570783	0.1001714	0.4336241	0.2620443	0.0249748
108860	0.3205355	0.1340783	0.0845504	0.0742723	0.0157465	0.0125680	0.0822625	0.5635804	0.1029240	0.0683952	0.2260054	0.0269851
108870	0.5793629	0.1509251	0.1121741	0.0712525	0.0484935	0.0743455	0.0739918	0.5674902	0.1345541	0.0237696	0.1245008	0.2675125
108880	0.2881425	0.1286455	0.1026100	0.0762530	0.0467763	0.0865278	0.0732612	0.6865854	0.1735240	0.2704341	0.1632579	0.1864093
108890	0.6615603	0.1571000	0.1104474	0.0750364	0.0691238	0.1114709	0.0637255	0.6208240	0.1800012	0.0450023	0.4099900	0.2638857
108900	0.3581771	0.1210702	0.1161806	0.0750592	0.0034310	0.0052333	0.0626534	0.9142567	0.2082021	0.0579777	0.2193330	0.1476494
108910	0.1917247	0.1601076	0.0946421	0.0758044	0.0029671	0.0443123	0.0684289	0.7894004	0.2004082	0.0224466	0.1583587	0.1544674
108920	0.1834131	0.1304709	0.0846656	0.0674561	0.0353114	0.1189027	0.0653763	0.5678855	0.2125597	0.0140302	0.0962116	0.2654477
108930	0.2424377	0.1453120	0.1403494	0.0805104	0.0045169	0.0191472	0.0623623	0.5797708	0.2176806	0.0025660	0.3325069	0.2654477
108940	0.2882458	0.1453120	0.1015893	0.0677124	0.0085167	0.0743422	0.0653337	0.6394694	0.2104742	0.0019253	0.1653285	0.3553433
108950	0.3754961	0.1462250	0.1216808	0.0776787	0.0354035	0.0775390	0.0653337	0.6085945	0.2003024	0.0027178	0.8345577	0.2269851
108960	0.4480742	0.1490728	0.1033235	0.0604331	0.0125881	0.0352844	0.0653337	0.3980989	0.2318538	0.0026143	0.2381300	0.2269851
108970	0.8249209	0.1500196	0.1127451	0.0660182	0.0483558	0.0729704	0.0670870	0.3725685	0.2364837	0.0188879	0.4521956	0.2955223
108980	0.9331878	0.1370634	0.0884630	0.0661920	0.0192614	0.0625355	0.0683688	0.2700921	0.2013731	0.1100800	0.2093568	0.4096867
108990	0.9331878	0.1305917	0.1246944	0.0766130	0.0504864	0.0721115	0.0614289	0.2222134	0.1871846	0.1550467	0.1564672	0.4096867
109000	0.8767594	0.1500809	0.1496124	0.0696866	0.0504864	0.0149396	0.0570733	0.3061995	0.2045552	0.0913933	0.0674879	0.5286315
109010	0.2072777	0.1429808	0.1190959	0.0802083	0.0153287	0.0600404	0.0521935	0.2173067	0.1745968	0.1123049	0.0372595	0.7271924
109020	0.3370833	0.1466121	0.1043822	0.0809718	0.0595738	0.1276079	0.0586448	0.1564171	0.2093656	0.0195068	0.0444344	0.7271924
109030	0.6873613	0.1491394	0.0842525	0.0706575	0.0025556	0.1276079	0.0612274	0.1441083	0.2170103	0.0067198	0.0732982	0.3356524
109040	0.6401015	0.1378816	0.1234940	0.0649946	0.0173600	0.1282655	0.0590064	0.1922042	0.2632161	0.0317248	0.0419848	0.1874528
109050	0.4295227	0.1336507	0.0729573	0.0598134	0.0174832	0.0384292	0.0581984	0.1786136	0.2649348	0.1149556	0.0248334	0.1874528
109060	0.6614765	0.1488150	0.1156275	0.0656112	0.0135195	0.0905072	0.0583504	0.1431354	0.2556279	0.0273725	0.0186534	0.4095720
109070	0.3874117	0.1424720	0.0973965	0.0599508	0.0310338	0.0169718	0.0535301	0.1491524	0.2609516	0.0152699	0.0690883	0.2784916
109080	0.6159869	0.1220916	0.0709083	0.0633217	0.0189778	0.0126592	0.0623789	0.1323134	0.2329760	0.0210607	0.0755365	0.0738932
109090	0.4592309	0.1276777	0.1092462	0.0625643	0.0440924	0.0191747	0.0628773	0.1074979	0.2298785	0.1028559	0.0979633	0.0298762
109100	0.1910143	0.1247006	0.1152559	0.0787628	0.0585617	0.1073534	0.0677246	0.1415932	0.2612621	0.0044913	0.3588879	0.0229539
109110	0.2141325	0.1442442	0.0676789	0.0609497	0.0525531	0.0712743	0.0674147	0.1192135	0.2350287	0.0078333	0.0919513	0.0148451
109120	0.1734050	0.1289151	0.1253579	0.0740306	0.0133436	0.1062227	0.0674147	0.0881170	0.2466824	0.0009900	0.0251501	0.0308173
109130	0.8838448	0.1301626	0.1238498	0.0738021	0.0252524	0.1231157	0.0674147	0.0992596	0.2422859	0.0007561	0.0157108	0.0272063
109140	0.8307457	0.1415590	0.0967411	0.0694905	0.0343260	0.1061583	0.0674147	0.1140103	0.2158689	0.0012442	0.0051269	0.0136862
109150	0.8307457	0.1418356	0.1322395	0.0796585	0.0476454	0.0030733	0.0674147	0.1088901	0.2058639	0.0005432	0.0064387	0.0247788
109160	0.7660671	0.1326101	0.0858697	0.0718704	0.0314185	0.0659589	0.0670002	0.1039351	0.1931142	0.0012780	0.0126959	0.0098147
109170	0.7660671	0.1387204	0.1267759	0.0788624	0.0122852	0.0567235	0.0670002	0.1115236	0.1847004	0.0003732	0.0065831	0.0390036
109180	0.7151827	0.1303366	0.0883190	0.0778642	0.0315999	0.0093481	0.0670002	0.1115236	0.1894604	0.0011822	0.0038355	0.0016318
109190	0.2073294	0.1551248	0.1028967	0.0790155	0.0630079	0.0851789	0.0670002	0.1274769	0.1894604	0.0009762	0.0186371	0.0006259
109200	0.6852178	0.1532400	0.1145056	0.0707560	0.0103177	0.0851789	0.0670002	0.1225208	0.1900540	0.0007440	0.0208141	0.0034470
109210	0.9322185	0.1206849	0.1068243	0.0773866	0.0248659	0.0873285	0.0670002	0.1230323	0.1840024	0.0004288	0.0204943	0.0098522
109220	0.9875434	0.1378648	0.0763683	0.0673311	0.0096704	0.0186516	0.0670002	0.1343827	0.1903914	0.0018873	0.0387366	0.0108984
109230	0.9875434	0.1591043	0.0788452	0.0736154	0.0277743	0.1459270	0.0670002	0.1303041	0.1800900	0.0116229	0.0212871	0.0062454
109240	0.8120228	0.1617567	0.1503789	0.0647861	0.0068630	0.0117614	0.0705771	0.1410147	0.1690316	0.0040173	0.0112205	0.0017731
109250	0.1951826	0.1617567	0.1511888	0.0764634	0.0108617	0.0140301	0.0757363	0.1542777	0.1736200	0.0115451	0.0127983	0.0017731
109260	0.6030640	0.1491697	0.0812820	0.0734380	0.0101600	0.0299091	0.0832545	0.1484449	0.1802184	0.0069376	0.0399776	0.0024458
109270	0.8619847	0.1551058	0.0775880	0.0687317	0.0415789	0.0522025	0.0787511	0.1518771	0.1790632	0.0116925	0.0201049	0.0064233
109280	0.6297519	0.1300464	0.1220443	0.0693225	0.0445927	0.0785143	0.0778320	0.1356128	0.1767797	0.0055636	0.0547012	0.0064198
109290	0.5311407	0.1254155	0.0951475	0.0618703	0.0466652	0.0850759	0.0820107	0.1098279	0.2038017	0.0150897	0.0260518	0.0333707
109300	0.8512399	0.1279552	0.1144863	0.0800997	0.0380831	0.1169625	0.0728413	0.1164499	0.1916650	0.0331414	0.0318585	0.0401332
109310	0.8512399	0.1335474	0.0904167	0.0735589	0.0730433	0.0619363	0.0753746	0.1670925	0.1653208	0.0422263	0.0487503	0.0251569
109320	0.1968624	0.1193728	0.0836477	0.0735589	0.0482578	0.1135619	0.0904937	0.1866252	0.1833814	0.0346878	0.0541136	0.0202186
109330	0.2996320	0.1249221	0.1034025	0.0676230	0.0493176	0.0306124	0.0862443	0.1447140	0.1799926	0.0217599	0.1094164	0.0184663
109340	0.4486107	0.1382220	0.0945925	0.0747555	0.0377621	0.0127246	0.0986014	0.1923254	0.1736291	0.0496912	0.0417611	0.0211917
109350	0.7325425	0.1291819	0.1151568	0.0591008	0.0207378	0.0173014	0.1022176	0.1647617	0.1955262	0.0318453	0.0213432	0.0110087
109360	0.3401445	0.1400610	0.0952177	0.0727153	0.0319841	0.0359747	0.1194341	0.1367894	0.1658186	0.0075930	0.0116314	0.0163196
109370	0.5186063	0.1200285	0.0780969	0.0736227	0.0025742	0.1006027	0.1102907	0.1241056	0.1754839	0.0072530	0.0181660	0.0092491
109380	0.8786657	0.1500172	0.1290546	0.0739368	0.0712347	0.0309092	0.1169493	0.1172626	0.1754839	0.0146591	0.0290485	0.0013334
109390	0.7758235	0.1433718	0.0907964	0.0748892	0.0621156	0.0900588	0.1229063	0.1185938	0.1905977	0.0275551	0.0417488	0.0050969
109400	0.7893268	0.1482477	0.1201201	0.0659588	0.0621156	0.1143842	0.1207544	0.1145735	0.2292034	0.0393732	0.0329779	0.0043716
109410	0.9184257	0.1548878	0.1383789	0.0744955	0.0621156	0.1143842	0.1268029	0.1165674	0.2539637	0.0593828	0.0165607	0.0137009
109420	0.9184257	0.1592138	0.0973942	0.0673187	0.0103273	0.0809670	0.1366071	0.1165651	0.2278795	0.0359569	0.0743936	0.0137226
109430	0.9184257	0.1301782	0.1235397	0.0649491	0.0142954	0.0274402	0.1375155	0.1037918	0.2453358	0.0877714	0.0682838	0.0142458
109440	0.2249083	0.1313492	0.0648290	0.0602055	0.0017505	0.0883012	0.1355735	0.1227206	0.2573741	0.1017131	0.0657776	0.0968630
109450	0.3421444	0.1313492	0.0921321	0.0767123	0.0395161	0.0842093	0.1542889	0.1362220	0.2251311	0.3362567	0.0108625	0.0386971
109460	0.6582663	0.1483240	0.1471064	0.0712618	0.0227854	0.0354541	0.1440699	0.1257563	0.2415535	0.5325188	0.0157209	0.1079570
109470	0.4736017	0.1521500	0.1125445	0.0598629	0.0123242	0.0401926	0.1163675	0.1106868	0.2043534	0.0611454	0.0144259	0.1079570
109480	0.9359991	0.1494854	0.0886345	0.0706603	0.0480558	0.0620595	0.1169906	0.1127420	0.2272482	0.0319667	0.0134423	0.0584788
109490	0.9359991	0.1416181	0.0790891	0.0767628	0.0353457	0.1223582	0.1366900	0.1127420	0.2243037	0.0192457	0.0084754	0.0117966
109500	0.9359991	0.1328640	0.0756171	0.0700534	0.0211631	0.1218375	0.1307460	0.1127420	0.2184708	0.0108723	0.0069816	0.0017643
109510	0.4902720	0.1460922	0.0854415	0.0599444	0.0421553	0.1101920	0.1655920	0.1161629	0.2203035	0.0270320	0.0107748	0.0134065
109520	0.9412250	0.1452814	0.1125681	0.0726077	0.0139258	0.1101920	0.1750074	0.1105119	0.2187477	0.0343964	0.0148000	0.0134065
109530	0.9412250	0.1489278	0.1294768	0.0751118	0.0567790	0.0812248	0.1751151	0.1153757	0.1994183	0.0860192	0.0280804	0.0079927
109540	0.4286930	0.1361435	0.1300187	0.0744070	0.0044851	0.1077539	0.1550457	0.1260300	0.1984120	0.0594352	0.0659001	0.0039925
109550	0.5358106	0.1295937	0.0973053	0.0705799	0.0177647	0.0777961	0.1683853	0.1203158	0.1826084	0.0096809	0.0325937	0.0161549
109560	0.8743371	0.1410371	0.1044291	0.0678025	0.0003056	0.0515842	0.1600773	0.1353773	0.1920949	0.0386859	0.0227287	0.0161549
109570	0.7088226	0.1450922	0.0719600	0.0600953	0.0073230	0.0122448	0.1664045	0.1203079	0.1942127	0.0851269	0.0458508	0.0149060
109580	0.9018890	0.1602755	0.1124139	0.0778616	0.0473637	0.1181478	0.1698924	0.0871075	0.1762662	0.0348079	0.0406566	0.0261508
109590	1.0107529	0.1515815	0.1448936	0.0609698	0.0520006	0.0766508	0.1540959	0.0783737	0.1713867	0.1661062	0.0553177	0.0555940
109600	0.2621858	0.1418263	0.1263214	0.0755156	0.0067872	0.1313663	0.1243301	0.0877169	0.1867469	0.0764145	0.0275018	0.0276245
109610	0.9752161	0.1556203	0.0997534	0.0617825	0.0381063	0.1466620	0.1331456	0.0752908	0.2060367	0.5293594	0.1990745	0.1353822
109620	0.3937546	0.1469860	0.1067914	0.0730119	0.0279506	0.0435469	0.1869079	0.0579612	0.2024935	0.3731824	0.1267416	0.1369763
109630	0.1596634	0.1481411	0.0931048	0.0728601	0.0076485	0.1425862	0.1614550	0.0608476	0.1837258	0.1629609	0.2780654	0.0642780
109640	0.4149681	0.1477983	0.1066038	0.0707296	0.0701701	0.0302311	0.1457634	0.0644852	0.1858457	0.1741309	0.2124366	0.0231966
109650	0.5919763	0.1584739	0.1346396	0.0795401	0.0237165	0.0964907	0.1176626	0.0702909	0.1993088	0.1878290	0.1598052	0.0260467
109660	0.8686373	0.1303285	0.0911103	0.0757881	0.0572570	0.1215546	0.1266053	0.0611846	0.1687623	0.0554464	0.0263267	0.2063746
109670	0.2871662	0.1355090	0.0869072	0.0776419	0.0572570	0.1158943	0.1355254	0.0711564	0.1659312	0.1027432	0.0906043	0.1836454
109680	0.8904325	0.1192307	0.1048327	0.0612683	0.0146190	0.1158943	0.1836155	0.0822736	0.1779088	0.0725372	0.1006105	0.2720667
109690	1.0004544	0.1343249	0.1214390	0.0738454	0.0354204	0.0373397	0.1684119	0.0671265	0.1781438	0.2091327	0.1056266	0.1535676
109700	1.0004544	0.1534174	0.1097709	0.0796673	0.0416980	0.0885039	0.2029384	0.0578004	0.1926215	0.1792573	0.1088270	0.1535676
109710	0.2909271	0.1610711	0.1009217	0.0633916	0.0445175	0.1082170	0.2827047	0.0497718	0.1976856	0.2945992	0.0519443	0.0652230
109720	0.6156135	0.1233733	0.0691474	0.0662873	0.0619510	0.1082170	0.2516671	0.0469610	0.1610874	0.1141375	0.1309447	0.0423021
109730	0.6156135	0.1398696	0.1024939	0.0807755	0.0619510	0.1034606	0.2766739	0.0623537	0.1509246	0.0600189	0.3218744	0.0119857
109740	0.8801133	0.1474452	0.0886827	0.0617544	0.0191631	0.0536170	0.2535528	0.0719005	0.1485049	0.0888198	0.1283783	0.0266694
109750	1.0030519	0.1427908	0.1297320	0.0796791	0.0428038	0.0994681	0.2382080	0.0655806	0.1588795	0.1570944	0.1779917	0.0368211
109760	0.8622022	0.1352753	0.0916750	0.0696742	0.0229705	0.0682152	0.2190157	0.0545724	0.1265227	0.0910905	0.1492321	0.0154640
109770	0.3339578	0.1220393	0.1112942	0.0606016	0.0484776	0.1178383	0.2279299	0.0446158	0.1331985	0.1776331	0.1261184	0.0041161
109780	0.3058061	0.1251346	0.0983053	0.0632094	0.0379267	0.0176687	0.2302039	0.0383896	0.1297892	0.1646262	0.0429935	0.0103262
109790	0.3245290	0.1217213	0.1082960	0.0641352	0.0538388	0.0231335	0.2247053	0.0321464	0.1213348	0.1428391	0.0097383	0.0235245
109800	0.6399326	0.1418568	0.1043434	0.0776971	0.0538388	0.0591946	0.2507633	0.0330690	0.1202989	0.1971742	0.0098172	0.1554954
109810	0.2044173	0.1237914	0.0891977	0.0601695	0.0538388	0.0591946	0.1980379	0.0419926	0.1038116	0.1282633	0.0373615	0.0757712
109820	0.9439581	0.1487540	0.0982008	0.0601695	0.0531593	0.0017145	0.1995816	0.0469948	0.0939189	0.1282633	0.0546832	0.1849287
109830	0.9439581	0.1601893	0.0922362	0.0646005	0.0104650	0.1453442	0.1812953	0.0360336	0.1055900	0.0727172	0.0757235	0.0883507
109840	0.8409951	0.1488450	0.1337094	0.0671597	0.0635860	0.0458321	0.1987794	0.0315098	0.1143528	0.1211473	0.0163042	0.0468191
109850	0.8409951	0.1224013	0.0687038	0.0599157	0.0199791	0.0829708	0.1692768	0.0345360	0.1221470	0.1211473	0.0257257	0.0136185
109860	0.9261662	0.1230472	0.0809153	0.0757682	0.0302661	0.0872892	0.1797064	0.0352340	0.1279903	0.2053722	0.1404412	0.0050246
109870	0.9261662	0.1367808	0.1184228	0.0713553	0.0387855	0.0872892	0.1639107	0.0471800	0.1310211	0.1492165	0.1782267	0.0035414
109880	0.7577884	0.1523089	0.1356248	0.0626707	0.0499665	0.0892486	0.1654351	0.0328736	0.1326629	0.1617965	0.2461256	0.0039157
109890	0.2190511	0.1240558	0.0616202	0.0598794	0.0279941	0.0500014	0.1332496	0.0407950	0.1242319	0.1383458	0.2529131	0.0243969
109900	0.3088966	0.1290560	0.0992072	0.0783830	0.0692535	0.1076244	0.1209060	0.0231127	0.1174309	0.3938417	0.1191108	0.0179911
109910	0.6807112	0.1237090	0.0750874	0.0690575	0.0505683	0.1076244	0.0961290	0.0272410	0.1174657	0.2404674	0.2123436	0.0197060
109920	0.6311423	0.1333328	0.0997081	0.0715585	0.0199261	0.0337996	0.1350733	0.0335286	0.1303887	0.3813113	0.4126140	0.0924856
109930	0.3867069	0.1286541	0.1272451	0.0646645	0.0085159	0.0604255	0.1003734	0.0276884	0.1639877	0.5710108	0.1935022	0.0274273
109940	0.1433564	0.1422519	0.0744019	0.0622470	0.0200630	0.0399465	0.0954229	0.0300882	0.1405946	0.2046699	0.1350221	0.0031710
109950	0.4237097	0.1422519	0.1336057	0.0673042	0.0022059	0.0291169	0.0857395	0.0345681	0.1413474	0.0577290	0.1536124	0.0121887
109960	0.2860697	0.1290879	0.0751405	0.0750594	0.0347117	0.1286198	0.1003738	0.0410127	0.1237260	0.1431531	0.0862303	0.0057133
109970	0.9568847	0.1403553	0.1298659	0.0641032	0.0464256	0.0331213	0.1154473	0.0396633	0.1230265	0.2751983	0.0388560	0.0473947
109980	0.9568847	0.1230882	0.1157765	0.0729902	0.0138533	0.1156778	0.1100103	0.0390841	0.1252267	0.2423685	0.0099814	0.1489747
109990	0.5636777	0.1421461	0.1334716	0.0625564	0.0533211	0.1375647	0.1393507	0.0415534	0.1090426	0.3331627	0.0176103	0.0974121
110000	0.5636777	0.1339421	0.1231665	0.0675522	0.0252307	0.1123235	0.1335766	0.0455428	0.1191911	0.3331627	0.0214561	0.1493681
110010	0.6868084	0.1565109	0.0787374	0.0680772	0.0623966	0.1123235	0.1338228	0.0461037	0.1289037	0.1385856	0.0163636	0.0626851
110020	0.6868084	0.1577865	0.0721413	0.0634624	0.0091512	0.0326534	0.1146915	0.0518411	0.1380715	0.1674429	0.0736211	0.0525641
110030	0.2243930	0.1544266	0.0810329	0.0725393	0.0069692	0.1114688	0.1171452	0.0456076	0.1235892	0.1312074	0.1863728	0.2228967
110040	0.1904613	0.1415265	0.1345459	0.0678313	0.0496738	0.0241952	0.1285732	0.0396633	0.1494633	0.2461806	0.1200494	0.2228967
110050	0.3722545	0.1612841	0.1107698	0.0721613	0.0598477	0.1524621	0.1519239	0.0454713	0.1335097	0.1285956	0.1868187	0.1108840
110060	0.9268782	0.1533993	0.1136310	0.0658843	0.0598477	0.1524621	0.1868833	0.0564223	0.1268524	0.1716264	0.0633345	0.2627465
110070	0.4862600	0.1533993	0.1070786	0.0691333	0.0596381	0.1524621	0.1827291	0.0565525	0.1186548	0.0898725	0.0542580	0.0222976
110080	0.2453137	0.1517501	0.1400584	0.0603530	0.0102966	0.1099097	0.2177441	0.0510225	0.1356258	0.0809233	0.0126667	0.0529762
110090	0.8226317	0.1576964	0.1525393	0.0745385	0.0066780	0.1338482	0.2241151	0.0462787	0.1369203	0.0137947	0.0098389	0.0572197
110100	0.5334589	0.1571633	0.0904348	0.0761672	0.0524498	0.1338482	0.2129300	0.0513717	0.1329004	0.0082904	0.0355455	0.0244365
110110	0.6749242	0.1232180	0.0681057	0.0655448	0.0404611	0.0121016	0.2036928	0.0395394	0.1445097	0.0108366	0.0571127	0.0979595
110120	0.1791923	0.1388333	0.1210781	0.0664611	0.0319552	0.0568969	0.2036928	0.0426789	0.1373142	0.0114525	0.0118933	0.0917138
110130	0.8445024	0.1300820	0.0933744	0.0626500	0.0384527	0.0980969	0.2068061	0.0424395	0.1395046	0.0151813	0.0195361	0.1813002
110140	0.1416523	0.1407982	0.1360920	0.0648888	0.0517370	0.0561525	0.1750861	0.0389920	0.1251095	0.0413869	0.0556694	0.0684527
110150	0.4353979	0.1259078	0.0942912	0.0717142	0.0303510	0.0561525	0.1784522	0.0505466	0.1450827	0.1932557	0.1333211	0.1239018
110160	0.4376774	0.1376382	0.1156971	0.0717142	0.0215056	0.0922227	0.1600153	0.0394475	0.2002812	0.2067891	0.1151410	0.3712306
110170	0.8882505	0.1599734	0.0998520	0.0750292	0.0635120	0.1176042	0.1333880	0.0323560	0.1588081	0.2592337	0.0165759	0.0561167
110180	0.9549940	0.1458392	0.1258480	0.0798793	0.0635120	0.0240593	0.0980021	0.0275800	0.1595522	0.0621912	0.0112818	0.0561167
110190	0.9549940	0.1349526	0.0771267	0.0728097	0.0029062	0.0445032	0.0918396	0.0284457	0.1384011	0.0616979	0.0066849	0.1129177
110200	1.0095079	0.1405268	0.1274190	0.0690163	0.0516002	0.1106647	0.0914372	0.0302475	0.1247251	0.0138833	0.0198796	0.0503341
110210	1.0095079	0.1484632	0.1009000	0.0705446	0.0598002	0.1106647	0.0967773	0.0275731	0.1144738	0.0095838	0.0557719	0.0265061
110220	0.5265545	0.1405447	0.1360292	0.0673470	0.0598002	0.0896983	0.1040463	0.0222635	0.1092051	0.0297456	0.0610835	0.0100359
110230	0.5265545	0.1542507	0.1307731	0.0823254	0.0649360	0.0513910	0.1032660	0.0257287	0.1000217	0.0678037	0.0207319	0.0116765
110240	0.9311069	0.1446363	0.1027928	0.0707076	0.0402965	0.0493833	0.1112464	0.0257287	0.0978622	0.0098176	0.0233191	0.0044047
110250	1.0118318	0.1338364	0.1016624	0.0620818	0.0382339	0.0234136	0.1189948	0.0224525	0.0950306	0.0162800	0.0217847	0.0074259
110260	0.5118344	0.1598803	0.0911953	0.0757261	0.0036926	0.0606040	0.1227405	0.0221951	0.1031497	0.0290188	0.0120542	0.0954345
110270	0.1561576	0.1482840	0.0811862	0.0756250	0.0747953	0.0974941	0.1184703	0.0208315	0.0953681	0.0302752	0.0089706	0.0128139
110280	0.3164041	0.1257518	0.0808223	0.0804773	0.0055808	0.0974941	0.1309511	0.0208315	0.0998901	0.1044276	0.0205383	0.0138343
110290	0.9227432	0.1418229	0.1230454	0.0796552	0.0014784	0.1191554	0.1497585	0.0244431	0.0792180	0.0499200	0.0162798	0.0219946
110300	0.3701618	0.1299544	0.1117929	0.0610232	0.0308008	0.0328470	0.1452488	0.0262171	0.0787887	0.0323453	0.0167169	0.0241116
110310	0.4032422	0.1205103	0.0861613	0.0690887	0.0667770	0.0628634	0.1244662	0.0264293	0.0652207	0.0466832	0.0262807	0.0224200
110320	0.5231740	0.1429643	0.1001225	0.0777922	0.0667770	0.0095523	0.1233011	0.0298887	0.0711848	0.0359577	0.2034055	0.0304070
110330	0.5384663	0.1212864	0.0938914	0.0789001	0.0604133	0.0677710	0.1281366	0.0315741	0.0597241	0.0421825	0.0486845	0.0302953
110340	0.9955251	0.1266484	0.1114787	0.0623971	0.0529463	0.0702120	0.1352417	0.0432425	0.0660434	0.0606951	0.0599638	0.0557219
110350	0.5275585	0.1542833	0.1354971	0.0645381	0.0529463	0.1250320	0.1529904	0.0528355	0.0640804	0.0490207	0.0521334	0.0261163
110360	0.9650190	0.1282526	0.0831641	0.0776298	0.0042274	0.0166526	0.1547502	0.0666638	0.0743304	0.0176331	0.1434639	0.0657080
110370	0.3186184	0.1374856	0.0757623	0.0643157	0.0287374	0.0005393	0.1642613	0.0696844	0.0808667	0.0086932	0.0400637	0.0188758
110380	0.4369201	0.1275574	0.0949117	0.0681444	0.0093374	0.1043931	0.1649148	0.0456300	0.0650851	0.0059559	0.0260374	0.1285739
110390	0.3454947	0.1439558	0.1073044	0.0780620	0.0320211	0.0501147	0.1570424	0.0482016	0.0830201	0.0043458	0.0343125	0.1397330
110400	0.6942757	0.1439558	0.1028149	0.0691444	0.0598301	0.0353425	0.1552923	0.0514190	0.0815007	0.0034132	0.0323764	0.0845247
110410	0.9403726	0.1387589	0.1170276	0.0706275	0.0598301	0.0596735	0.1746267	0.0619286	0.0962340	0.0238865	0.0183188	0.0400894
