Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
110420	0.5740688	0.1427684	0.0812754	0.0677214	0.0639493	0.1264959	0.2062073	0.0548578	0.0949956	0.0147505	0.0262865	0.0295442
110430	0.9316069	0.1347101	0.0992658	0.0659000	0.0139157	0.1264959	0.2168793	0.0653371	0.1094776	0.0342920	0.0176922	0.0221005
110440	0.7745845	0.1348498	0.1153097	0.0659000	0.0114072	0.0467656	0.1669083	0.0573763	0.1212353	0.0699972	0.0294211	0.0397800
110450	0.8571476	0.1252467	0.1008103	0.0633181	0.0603773	0.0467656	0.1768787	0.0488041	0.1039259	0.0461059	0.0592899	0.0081449
110460	0.9014985	0.1454534	0.0966687	0.0761074	0.0262492	0.0660911	0.1691055	0.0592962	0.1042269	0.0116585	0.0362212	0.0210212
110470	0.9014985	0.1210653	0.0784908	0.0762031	0.0344686	0.0592655	0.1714057	0.0757688	0.1081694	0.0242856	0.0333453	0.0036985
110480	0.3068351	0.1324434	0.1156702	0.0751755	0.0472850	0.1288711	0.1617442	0.0980412	0.1141366	0.0252025	0.0348288	0.0057676
110490	0.9980740	0.1367774	0.1122980	0.0713022	0.0657922	0.0181795	0.1595963	0.0946101	0.1194966	0.0378056	0.0252924	0.0074612
110500	0.8987957	0.1212893	0.0865765	0.0637907	0.0442071	0.0498936	0.1897195	0.0988899	0.1071417	0.0153629	0.0125911	0.0045160
110510	0.8987957	0.1508723	0.0937490	0.0635468	0.0141618	0.0582580	0.1690165	0.0988899	0.1144117	0.0283623	0.0333323	0.0048329
110520	0.7376534	0.1458186	0.1108888	0.0630337	0.0013018	0.0565969	0.1467714	0.0926641	0.1149284	0.0798700	0.0086505	0.0173644
110530	0.3938588	0.1589231	0.1247500	0.0728476	0.0613594	0.0429313	0.1647766	0.0926641	0.1048264	0.0389816	0.0101994	0.0223039
110540	0.8012343	0.1300740	0.1014410	0.0664171	0.0613594	0.1201539	0.1561903	0.0980362	0.1037963	0.0583828	0.0278359	0.0107211
110550	0.8012343	0.1327268	0.1270561	0.0678524	0.0452435	0.0341839	0.1859250	0.1130876	0.1129851	0.0694094	0.0423054	0.0107211
110560	0.8012343	0.1285450	0.1181801	0.0659812	0.0117960	0.1166795	0.2407507	0.1049895	0.1010302	0.0627934	0.0407337	0.0062286
110570	0.2708852	0.1194893	0.0768349	0.0737292	0.0484617	0.0148055	0.2266941	0.0955155	0.0969191	0.0103254	0.0055654	0.0022987
110580	0.8457086	0.1310677	0.1119733	0.0795114	0.0087533	0.0779448	0.2584294	0.1039774	0.1018686	0.0533234	0.0083655	0.0015729
110590	0.4935666	0.1383058	0.0998524	0.0765012	0.0282922	0.0048623	0.2120423	0.1095269	0.1047779	0.3312014	0.0170269	0.0101165
110600	0.8483956	0.1330599	0.0697338	0.0614480	0.0142316	0.0637186	0.2362650	0.1036389	0.1054956	0.3103532	0.0067363	0.0482072
110610	0.8483956	0.1408272	0.0637500	0.0620732	0.0284186	0.0392658	0.2428795	0.1036389	0.1106330	0.1667118	0.0136167	0.0124344
110620	0.9685413	0.1270472	0.1212164	0.0703795	0.0534336	0.0087091	0.2300243	0.0996644	0.1166164	0.1931514	0.0210708	0.0982224
110630	0.1735281	0.1371530	0.1101844	0.0632620	0.0534336	0.1230529	0.2525067	0.0817891	0.1016654	0.1520547	0.0207024	0.0553024
110640	0.2042814	0.1285937	0.1145733	0.0641670	0.0534336	0.0060514	0.2929875	0.0775086	0.1098543	0.0948985	0.0515304	0.0271350
110650	0.2415711	0.1290783	0.0985765	0.0742735	0.0291784	0.0830239	0.2852911	0.0679851	0.1103668	0.1405120	0.0267035	0.0349498
110660	0.1837838	0.1323919	0.0665577	0.0606743	0.0346930	0.0405090	0.2315653	0.0837418	0.1018702	0.1853868	0.0967717	0.0501251
110670	0.7412851	0.1421401	0.1372456	0.0624104	0.0115992	0.0827296	0.2358905	0.0926968	0.1129598	0.0291943	0.0922147	0.1159002
110680	0.8281969	0.1222706	0.0613829	0.0602876	0.0567308	0.0549176	0.2202593	0.0956644	0.1075223	0.0433253	0.1485617	0.0290791
110690	0.7888898	0.1331714	0.1062712	0.0757784	0.0277373	0.0996422	0.1888423	0.1026527	0.1139929	0.0542887	0.0652178	0.0079167
110700	1.0004230	0.1448306	0.1148957	0.0722802	0.0552731	0.1247065	0.2324341	0.1015542	0.1048413	0.0155320	0.0461510	0.0378617
110710	0.2191322	0.1373201	0.1361991	0.0693716	0.0031214	0.0888722	0.2330012	0.1294738	0.1055027	0.0461926	0.1002828	0.0521104
110720	0.6168805	0.1270548	0.1200899	0.0675283	0.0486657	0.0888722	0.2225536	0.1020801	0.1064368	0.1623888	0.1627152	0.0593909
110730	0.2055951	0.1401442	0.1138364	0.0766212	0.0222944	0.0783657	0.1933835	0.0880082	0.1142148	0.1824367	0.1823349	0.0730453
110740	0.6295884	0.1384910	0.0765964	0.0680081	0.0658854	0.0103378	0.2305542	0.0616902	0.1059977	0.2033127	0.1190165	0.2513729
110750	0.6521660	0.1490274	0.1282869	0.0808584	0.0658854	0.0460573	0.2448614	0.0811118	0.1085810	0.0350288	0.0342506	0.3491491
110760	0.6173482	0.1577702	0.1506480	0.0694855	0.0658854	0.0404926	0.1942667	0.0775681	0.1051882	0.0302388	0.0258819	0.1040098
110770	0.9042218	0.1291803	0.0773432	0.0730385	0.0658854	0.0847883	0.2217144	0.0933859	0.1014791	0.0694429	0.0650526	0.2157462
110780	0.9628633	0.1528188	0.1287346	0.0662703	0.0397332	0.1349573	0.1889714	0.1008644	0.1150057	0.0257103	0.1297036	0.0955701
110790	0.3823519	0.1468352	0.1349424	0.0758427	0.0064115	0.1349573	0.1695117	0.0981772	0.1358073	0.1246366	0.0277706	0.0217934
110800	0.6180081	0.1366432	0.0811007	0.0641463	0.0184698	0.0030556	0.1947989	0.0977080	0.1453605	0.1057831	0.0246252	0.0276100
110810	0.4815816	0.1317646	0.1282759	0.0621402	0.0213554	0.0305371	0.1814205	0.0945073	0.1246358	0.2001506	0.0051822	0.0679563
110820	0.8365875	0.1203754	0.0785842	0.0724162	0.0114493	0.1066311	0.2460376	0.0945073	0.1336866	0.3791876	0.0077586	0.0589326
110830	0.9094531	0.1355607	0.0931227	0.0788771	0.0605789	0.0381265	0.2008457	0.0865082	0.1165668	0.3238849	0.0140410	0.1054413
110840	0.7100087	0.1369271	0.1235224	0.0667228	0.0605789	0.0338322	0.1330707	0.0992594	0.1329175	0.3242562	0.0253513	0.1738890
110850	0.6090131	0.1192014	0.1020355	0.0805064	0.0605789	0.1018091	0.1048914	0.0995365	0.1271687	0.0888733	0.0475189	0.0533068
110860	0.7239016	0.1585304	0.1516390	0.0769819	0.0152930	0.1018091	0.1123699	0.0631209	0.1229464	0.1152126	0.1470977	0.0533068
110870	0.5309511	0.1354749	0.0791762	0.0732372	0.0411492	0.0502908	0.1809241	0.0714806	0.1120357	0.1614513	0.1436549	0.0817305
110880	0.4651032	0.1469349	0.0847203	0.0728249	0.0411492	0.0329505	0.1881365	0.0735766	0.0898916	0.2668748	0.0670514	0.1534843
110890	0.2965814	0.1374982	0.0957844	0.0709130	0.0309610	0.1190617	0.1525723	0.0781025	0.0911775	0.1291224	0.0572434	0.1828424
110900	0.8022480	0.1520119	0.0866736	0.0647211	0.0150386	0.0029447	0.1546541	0.1103966	0.0985763	0.2744479	0.3350164	0.2419207
110910	0.8022480	0.1486991	0.1159255	0.0662802	0.0428268	0.0681472	0.1430539	0.1038322	0.0915065	0.0517771	0.1832721	0.1307759
110920	0.8022480	0.1193123	0.0986301	0.0630468	0.0502565	0.1012540	0.1477226	0.1495614	0.0982041	0.1214935	0.0821525	0.0438852
110930	0.3510164	0.1350828	0.1136378	0.0796647	0.0287911	0.0953983	0.1491059	0.1608222	0.0932319	0.0292695	0.0399105	0.0698993
110940	0.9391605	0.1599537	0.0785327	0.0718790	0.0434049	0.0953983	0.1195420	0.1131194	0.0890712	0.0795210	0.0831366	0.0876891
110950	0.9391605	0.1375527	0.1251264	0.0695892	0.0109197	0.0138523	0.1190029	0.1113322	0.0801399	0.0264788	0.1911230	0.0325658
110960	0.2515053	0.1507433	0.1355621	0.0601319	0.0579973	0.1474587	0.1158981	0.0886380	0.0875667	0.0405868	0.1263157	0.0163333
110970	0.4908025	0.1504175	0.0794299	0.0688224	0.0540139	0.0937377	0.1150719	0.1098061	0.0753794	0.0736875	0.0626900	0.0285054
110980	0.4092159	0.1256547	0.0697283	0.0687809	0.0540139	0.0148904	0.1350131	0.1138572	0.0722988	0.1468628	0.0160750	0.0103211
110990	0.3992061	0.1415042	0.1210614	0.0782144	0.0647031	0.0162240	0.1068467	0.1138572	0.0722988	0.0327485	0.0098908	0.0190738
111000	0.9580503	0.1350779	0.1034092	0.0623835	0.0382010	0.0413662	0.1515723	0.1138572	0.0726998	0.1938839	0.0083769	0.0570852
111010	0.3477541	0.1262458	0.1040982	0.0772672	0.0116457	0.0668360	0.1399396	0.1203097	0.0750208	0.0223063	0.0078786	0.0154360
111020	0.5181467	0.1308095	0.1267315	0.0624127	0.0166910	0.0191976	0.1570693	0.1157996	0.0793943	0.0360073	0.0064670	0.0306928
111030	0.6837307	0.1592918	0.1154739	0.0755565	0.0749590	0.1292810	0.1485120	0.1140854	0.0816397	0.0058028	0.0568888	0.0824615
111040	0.6786861	0.1291413	0.0981992	0.0759539	0.0749590	0.0431501	0.1499536	0.1006550	0.0872335	0.0028502	0.0656172	0.0218033
111050	0.2094907	0.1433195	0.1159790	0.0766340	0.0749590	0.0418874	0.1592758	0.0895513	0.0792081	0.0045987	0.0160086	0.0075118
111060	0.8157394	0.1532468	0.1037773	0.0689201	0.0655383	0.0687818	0.1585831	0.0888875	0.0763850	0.0034622	0.0493652	0.0044978
111070	0.4138763	0.1605677	0.1290520	0.0605426	0.0126338	0.0304348	0.1590150	0.0806437	0.0853763	0.0142348	0.0234220	0.0040219
111080	0.5769698	0.1504841	0.0956685	0.0741867	0.0237203	0.0315476	0.1445987	0.0878557	0.0836702	0.0226139	0.0131995	0.0150310
111090	0.6129487	0.1260983	0.1101107	0.0720895	0.0017270	0.0744133	0.1318220	0.0990924	0.0818455	0.0351150	0.0701672	0.0454884
111100	0.1310790	0.1254988	0.0633471	0.0614006	0.0170341	0.1122758	0.1375988	0.0780418	0.0792780	0.0318728	0.0614193	0.0370103
111110	0.5985075	0.1210054	0.1102157	0.0737286	0.0570655	0.0277563	0.1301727	0.0670983	0.0850952	0.0595427	0.0086874	0.0196405
111120	0.7289316	0.1251985	0.1032351	0.0627155	0.0245819	0.0585725	0.1366407	0.0601959	0.0851183	0.1239208	0.0153595	0.0050538
111130	0.5293711	0.1409550	0.1149464	0.0730341	0.0102950	0.0379479	0.1168832	0.0601959	0.0866401	0.0757520	0.0197237	0.0058645
111140	0.5482930	0.1560843	0.0850789	0.0663180	0.0450406	0.0162378	0.1352699	0.0503831	0.0853409	0.0643384	0.0914465	0.0055675
111150	0.3815672	0.1262747	0.1156936	0.0717954	0.0715640	0.1112152	0.1011092	0.0497358	0.0846958	0.0232698	0.0163303	0.0175549
111160	0.2377615	0.1434597	0.0933441	0.0604449	0.0457968	0.0715276	0.1111037	0.0533473	0.0922162	0.0301489	0.0082032	0.0289490
111170	0.3010250	0.1266924	0.1120851	0.0758557	0.0060957	0.0696346	0.1073415	0.0576284	0.0839001	0.1068383	0.0182651	0.0284797
111180	0.6422231	0.1271709	0.1252725	0.0748784	0.0329661	0.0912467	0.0992387	0.0526543	0.0843322	0.0568215	0.0225750	0.0974162
111190	0.6422231	0.1297082	0.0770777	0.0767139	0.0457921	0.0912467	0.1090833	0.0498710	0.0924747	0.0227594	0.0752104	0.0746718
111200	0.6415875	0.1205524	0.1103335	0.0752631	0.0670150	0.0773722	0.1244881	0.0410269	0.0938528	0.1445422	0.0702934	0.0694159
111210	0.6415875	0.1422072	0.1112662	0.0812044	0.0590193	0.0220302	0.1415264	0.0433652	0.1064580	0.0358155	0.0937753	0.0907764
111220	0.4017697	0.1257205	0.0837741	0.0723069	0.0011957	0.0814100	0.1436682	0.0449179	0.1061211	0.1841123	0.0831841	0.0907764
111230	0.3020909	0.1556667	0.1161944	0.0783807	0.0767093	0.0344477	0.1516939	0.0367874	0.0925161	0.2845120	0.0474539	0.1103572
111240	0.3862246	0.1554957	0.0786242	0.0768369	0.0323657	0.0874319	0.1767755	0.0314550	0.0824242	0.1423873	0.0299935	0.0404941
111250	0.4227348	0.1342376	0.0730805	0.0615344	0.0069745	0.0354661	0.1858415	0.0286360	0.0828624	0.4254193	0.0682435	0.0271025
111260	0.1683377	0.1549040	0.1501020	0.0768235	0.0558375	0.0100017	0.2491142	0.0396378	0.0817859	0.3932882	0.1143835	0.0126968
111270	0.4400674	0.1530327	0.1021961	0.0633271	0.0411800	0.0048084	0.2235777	0.0571450	0.0848889	0.2009830	0.0528591	0.0130727
111280	0.7865692	0.1297359	0.1141670	0.0776214	0.0618482	0.0340286	0.2512031	0.0473149	0.0836603	0.2278651	0.2200719	0.0130727
111290	0.7865692	0.1580334	0.1462678	0.0649748	0.0051303	0.0418879	0.2368432	0.0358681	0.0847538	0.0537339	0.0726193	0.0036971
111300	0.9470262	0.1260921	0.1249469	0.0789860	0.0539061	0.0532705	0.2209698	0.0405490	0.0845270	0.0024653	0.0177349	0.0162269
111310	0.8138610	0.1486311	0.1012486	0.0649375	0.0615189	0.0643679	0.2328890	0.0409490	0.0814435	0.0025687	0.0147015	0.0089284
111320	0.3738104	0.1534271	0.1322962	0.0761921	0.0615189	0.1377311	0.2255810	0.0409490	0.0807408	0.0019950	0.0024235	0.0089284
111330	0.3657337	0.1597908	0.1536580	0.0669135	0.0615189	0.0348110	0.2540567	0.0409490	0.0851014	0.0104759	0.0021885	0.0014960
111340	0.3210627	0.1358911	0.0987164	0.0704551	0.0586071	0.0245619	0.2522590	0.0413455	0.0901367	0.0079822	0.0045300	0.0026446
111350	0.5492255	0.1224499	0.1174652	0.0749370	0.0300144	0.0971794	0.2516131	0.0413455	0.0965085	0.0098477	0.0058070	0.0048373
111360	0.2989010	0.1231994	0.1101749	0.0788139	0.0060647	0.0442756	0.2691510	0.0395728	0.0998022	0.0070813	0.0057905	0.0101432
111370	0.6727434	0.1251063	0.1226220	0.0759737	0.0671184	0.1122330	0.2560719	0.0409427	0.0998145	0.0036867	0.0024016	0.0012794
111380	0.1758511	0.1342945	0.1242914	0.0656850	0.0233938	0.0404458	0.2505682	0.0410390	0.1011573	0.0013247	0.0015431	0.0003215
111390	0.8183126	0.1230567	0.0716366	0.0694134	0.0202547	0.1078249	0.2505682	0.0420293	0.1039321	0.0012113	0.0027645	0.0024642
111400	0.5480758	0.1209997	0.1171857	0.0727160	0.0549171	0.1078249	0.2437616	0.0420293	0.0943768	0.0062865	0.0010363	0.0076957
111410	0.4719305	0.1351296	0.1036444	0.0603178	0.0382327	0.1291007	0.2481189	0.0420293	0.1002157	0.0021892	0.0013079	0.0076957
111420	0.9365731	0.1271645	0.1226100	0.0699733	0.0456472	0.0680217	0.2504769	0.0420293	0.1044983	0.0010039	0.0023259	0.0214952
111430	0.3830420	0.1271645	0.0848681	0.0697841	0.0350355	0.0454749	0.2478095	0.0420293	0.1040177	0.0024408	0.0031369	0.0298429
111440	0.5338464	0.1543071	0.0772583	0.0669231	0.0160918	0.0055661	0.2478095	0.0420293	0.0971333	0.0016499	0.0029237	0.0185474
111450	0.4139098	0.1464080	0.1245119	0.0740777	0.0162239	0.1041074	0.2393965	0.0420293	0.0980295	0.0017537	0.0063210	0.0136596
111460	0.2173885	0.1419354	0.1345957	0.0728838	0.0153601	0.0487640	0.2393965	0.0420293	0.1175302	0.0043505	0.0034451	0.0059999
111470	0.2305852	0.1371758	0.0971851	0.0715415	0.0605211	0.1244584	0.2332701	0.0423972	0.1227249	0.0043380	0.0024701	0.0042945
111480	0.3149856	0.1470755	0.0702424	0.0662946	0.0133913	0.1244584	0.2148328	0.0423972	0.1234684	0.0055070	0.0009552	0.0016014
111490	0.6973326	0.1221023	0.0728409	0.0665917	0.0657256	0.0943787	0.2089788	0.0431985	0.1261735	0.0037076	0.0016778	0.0003863
111500	0.2995655	0.1607504	0.1335161	0.0597653	0.0374523	0.0290598	0.1975808	0.0431985	0.1261735	0.0122582	0.0020825	0.0002042
111510	0.6643361	0.1348714	0.1024070	0.0597053	0.0406980	0.0011440	0.1975808	0.0431985	0.1261735	0.0072743	0.0011830	0.0002738
111520	0.9712035	0.1296782	0.0827881	0.0789897	0.0235714	0.0634736	0.1898118	0.0431985	0.1261735	0.0239869	0.0008700	0.0003465
111530	0.2638753	0.1400604	0.1267067	0.0619340	0.0513828	0.0784166	0.2075084	0.0431985	0.1261735	0.0324380	0.0006669	0.0009768
111540	0.5155209	0.1402564	0.0776753	0.0689328	0.0513828	0.0988864	0.2292528	0.0431985	0.1261735	0.0400766	0.0026178	0.0084214
111550	0.7007577	0.1479822	0.0624719	0.0614460	0.0513828	0.0988864	0.2816233	0.0413884	0.1401569	0.1025409	0.0086170	0.0104520
111560	0.3575206	0.1302246	0.0810949	0.0761433	0.0513828	0.0156305	0.3092107	0.0443075	0.1358231	0.0629288	0.0034439	0.0126470
111570	0.9287643	0.1350226	0.1327911	0.0811728	0.0363507	0.1166381	0.3767239	0.0443075	0.1241460	0.0683735	0.0056523	0.0125510
111580	0.4375419	0.1272009	0.0724130	0.0684482	0.0420938	0.0832665	0.3461212	0.0428755	0.1212529	0.0492678	0.0049265	0.0227414
111590	0.7140786	0.1513811	0.1179679	0.0641032	0.0328981	0.0630168	0.2881015	0.0428755	0.1216477	0.0491653	0.0224855	0.0031816
111600	0.3767278	0.1442994	0.1211705	0.0687132	0.0523159	0.0630168	0.2520260	0.0428755	0.1236068	0.0443153	0.0045274	0.0110680
111610	0.3110369	0.1442994	0.1438483	0.0707220	0.0444503	0.0749028	0.2580641	0.0428755	0.1049786	0.0169882	0.0034392	0.0206551
111620	0.4028263	0.1592675	0.1483074	0.0687616	0.0449550	0.0473599	0.2426791	0.0440629	0.1098323	0.0065641	0.0018522	0.0064458
111630	0.5113088	0.1327500	0.0965606	0.0636043	0.0165984	0.0667214	0.2546682	0.0440629	0.1258986	0.0234760	0.0018923	0.0129431
111640	0.5217095	0.1491849	0.1385076	0.0657180	0.0400979	0.0790960	0.2995313	0.0434857	0.1335190	0.1414885	0.0028320	0.0226486
111650	0.8531051	0.1422230	0.0991882	0.0676119	0.0101040	0.0603427	0.2886668	0.0434857	0.1270573	0.1189620	0.0019844	0.0426023
111660	0.5862935	0.1314428	0.1300910	0.0645933	0.0643576	0.0835164	0.3036808	0.0427493	0.1148405	0.1650594	0.0026225	0.0790819
111670	0.5790179	0.1295686	0.0991036	0.0769808	0.0455982	0.1037245	0.2658797	0.0427493	0.1152050	0.1650594	0.0092305	0.0337563
111680	0.8213195	0.1348694	0.1005532	0.0662958	0.0108724	0.0097910	0.2574218	0.0466599	0.1028309	0.1650594	0.0341112	0.0848344
111690	0.9412302	0.1297558	0.1253527	0.0650075	0.0645593	0.0291756	0.2500380	0.0431350	0.1097343	0.2761402	0.0233024	0.0483328
111700	0.3543387	0.1275856	0.0761706	0.0609582	0.0450472	0.1085048	0.2676557	0.0457139	0.1020337	0.1396510	0.0131270	0.0295549
111710	0.2568997	0.1222027	0.1000656	0.0724667	0.0073943	0.0954248	0.3056559	0.0486085	0.0977444	0.3542498	0.0355917	0.0014301
111720	0.4874806	0.1408529	0.0970955	0.0676644	0.0139813	0.0891576	0.3654110	0.0554490	0.0977444	0.1456140	0.3140360	0.0011468
111730	0.4622153	0.1492958	0.0703654	0.0591299	0.0111490	0.0174282	0.3976110	0.0520983	0.1009276	0.3165621	0.1466602	0.0014721
111740	0.2380160	0.1431715	0.0854372	0.0783261	0.0363797	0.0741412	0.3668022	0.0650214	0.0990129	0.2373338	0.0958364	0.0109220
111750	0.6349686	0.1180862	0.1171996	0.0738911	0.0609376	0.0968699	0.4070854	0.0623188	0.1055120	0.1739905	0.1291143	0.0057277
111760	0.9359897	0.1498103	0.1368899	0.0792220	0.0223590	0.0552230	0.3778443	0.0745006	0.1150414	0.0542837	0.1333995	0.0297107
111770	0.9359897	0.1556488	0.1498588	0.0696041	0.0642183	0.0878737	0.3527656	0.0747697	0.1178893	0.0213137	0.1253576	0.0094546
111780	0.9359897	0.1394460	0.0967399	0.0708682	0.0055644	0.0392134	0.3794316	0.0760273	0.1108262	0.1174736	0.1284712	0.0052588
111790	0.1709081	0.1396385	0.1015899	0.0802935	0.0687796	0.0901044	0.3232495	0.0615925	0.1179092	0.0286659	0.1260406	0.0116760
111800	0.1709988	0.1224015	0.0865480	0.0748663	0.0412410	0.0793773	0.3171773	0.0528043	0.1204863	0.0758684	0.1349171	0.0098338
111810	0.2267754	0.1248616	0.0752160	0.0742694	0.0275706	0.0793773	0.3661174	0.0542564	0.1238981	0.2041563	0.2247615	0.0085410
111820	0.3857777	0.1252776	0.0750296	0.0733922	0.0141932	0.1044351	0.2971711	0.0386073	0.1355478	0.3438595	0.2553339	0.0105584
111830	0.1776753	0.1598035	0.1211003	0.0613915	0.0378362	0.1330297	0.2943363	0.0454571	0.1364364	0.2119356	0.1269044	0.0673231
111840	0.2417180	0.1345699	0.0929238	0.0750139	0.0361813	0.1330297	0.2900967	0.0404425	0.1261624	0.0467376	0.0259219	0.0084551
111850	0.8359918	0.1348833	0.0952030	0.0788726	0.0460139	0.0212679	0.2739346	0.0264305	0.1438603	0.0182380	0.0297491	0.0118135
111860	0.3206416	0.1193087	0.0804086	0.0700795	0.0085424	0.0835146	0.2889130	0.0271209	0.1291796	0.0139985	0.0912410	0.0491814
111870	0.9801322	0.1355148	0.1280196	0.0779623	0.0595980	0.0835146	0.2872612	0.0262872	0.1547081	0.0043072	0.1609902	0.1548866
111880	0.8063889	0.1383397	0.1093641	0.0715324	0.0500475	0.1348032	0.3049537	0.0255143	0.1633847	0.0087749	0.2119239	0.0982230
111890	0.8350492	0.1518014	0.1381560	0.0802673	0.0500475	0.0688431	0.2993698	0.0223934	0.1641308	0.0159153	0.1672676	0.2750609
111900	0.8629552	0.1327286	0.0811274	0.0711025	0.0517031	0.0364625	0.2836896	0.0280296	0.1623392	0.0267808	0.0272175	0.1331567
111910	0.4151797	0.1557022	0.0802565	0.0603007	0.0382118	0.1220820	0.2336465	0.0330492	0.2008861	0.0095775	0.0246133	0.1262603
111920	0.4567630	0.1518380	0.1091981	0.0733998	0.0412629	0.0481140	0.2757921	0.0305641	0.1752857	0.0448589	0.0370170	0.1866035
111930	0.9464365	0.1276600	0.1048867	0.0625286	0.0542572	0.0231599	0.2551640	0.0290393	0.1689069	0.0390376	0.0417232	0.0858526
111940	0.8811605	0.1328782	0.1216210	0.0761532	0.0105943	0.0045185	0.2164085	0.0288586	0.1693605	0.0278452	0.0691881	0.2825251
111950	0.2325211	0.1294702	0.0758701	0.0758287	0.0521527	0.0473564	0.1919059	0.0439550	0.1670869	0.0104834	0.0564569	0.0780181
111960	0.5496626	0.1492803	0.0726401	0.0652012	0.0421947	0.1415911	0.1919572	0.0466451	0.1575053	0.0331107	0.0711416	0.0685599
111970	0.5496626	0.1496004	0.0797564	0.0617406	0.0337520	0.0015584	0.1940352	0.0460257	0.1815268	0.0096389	0.0257114	0.1196116
111980	0.1941242	0.1584436	0.1068101	0.0632814	0.0319668	0.0755163	0.2046748	0.0568872	0.2031583	0.0894709	0.0353547	0.1277307
111990	0.3519579	0.1332920	0.0928754	0.0704295	0.0294781	0.0749766	0.2007313	0.0651455	0.2197094	0.0134882	0.0229431	0.0507788
112000	0.4741458	0.1391239	0.1126000	0.0797101	0.0662142	0.0247450	0.1639517	0.0590701	0.1999697	0.1176429	0.0483250	0.0507788
112010	0.4741458	0.1526671	0.0845197	0.0777701	0.0158173	0.0893764	0.1564692	0.0618335	0.1798138	0.0767309	0.1420579	0.0679952
112020	0.8161310	0.1278174	0.1129923	0.0779215	0.0301122	0.1250668	0.1590100	0.0698024	0.1879888	0.0322789	0.1232152	0.0700061
112030	0.3611304	0.1510991	0.1305257	0.0619244	0.0512681	0.1250668	0.1682497	0.0578534	0.1591194	0.0381906	0.0240930	0.0104967
112040	0.1552393	0.1466644	0.1300463	0.0750456	0.0512681	0.1250668	0.2112536	0.0756432	0.1735350	0.0266769	0.0671996	0.0354411
112050	0.9690887	0.1500191	0.1371175	0.0698858	0.0512681	0.0438402	0.1881066	0.0891593	0.1664124	0.0157570	0.0506572	0.0439653
112060	0.1511316	0.1341907	0.1078036	0.0694602	0.0268926	0.0515407	0.1838698	0.0931072	0.1367566	0.0580985	0.0479596	0.0089398
112070	0.3064293	0.1585990	0.1153422	0.0774116	0.0551550	0.0309527	0.1747855	0.0751413	0.1365225	0.1347027	0.0229755	0.0031186
112080	0.6885178	0.1504018	0.0697326	0.0643263	0.0266628	0.0786863	0.1469458	0.0735593	0.1343695	0.0688291	0.0282959	0.0181159
112090	0.8490200	0.1504018	0.1138406	0.0662685	0.0232624	0.1437590	0.1626339	0.1051358	0.1279530	0.1192719	0.1825920	0.0120017
112100	0.8490200	0.1504018	0.0929048	0.0753686	0.0746869	0.0335558	0.1807645	0.0883533	0.1361428	0.1126167	0.0486094	0.0057569
112110	0.8490200	0.1253066	0.0612434	0.0603816	0.0307613	0.0129500	0.1974534	0.0907898	0.1481575	0.0728619	0.0245245	0.0327994
