Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
11197000	1.0504208	1.0062160	0.9557034	0.8714033	0.7269647	0.8532987	0.0152090	0.0111235	0.1095927	0.3553891	0.3336279	0.6443377	-2128007.639
11198000	1.0176203	0.9875546	0.9331498	0.8795674	0.6814567	0.7645211	0.0165430	0.0125962	0.0818822	0.5026599	0.3599035	0.3583747	-2128009.997
11199000	0.9841020	0.9821063	0.9301960	0.8533061	0.7442641	0.7642560	0.0203234	0.0200080	0.0950462	0.3855691	0.7696147	0.5998515	-2128005.809
11200000	1.0874990	0.9570075	0.8844917	0.8384130	0.7395031	0.8166648	0.0224671	0.0134132	0.1263227	0.5110756	0.3653126	0.4366845	-2128011.961
11201000	1.0585186	0.9720552	0.9268197	0.8525932	0.7042244	0.7984847	0.0203679	0.0105637	0.1184042	0.6253820	0.2204883	0.4710870	-2128010.656
11202000	1.0874492	0.9942422	0.9360927	0.8885981	0.6770900	0.7587372	0.0167609	0.0150654	0.0771671	0.6063497	0.6425006	0.4736089	-2128009.597
11203000	1.0931256	0.9676312	0.9218504	0.8774151	0.5275157	0.7741028	0.0184137	0.0122655	0.0926278	0.6173617	0.4480683	0.2496600	-2128002.268
11204000	1.0435349	0.9763721	0.9306700	0.8767490	0.5338867	0.8124903	0.0183140	0.0133884	0.1022581	0.5212321	0.8968689	0.5308597	-2128014.499
11205000	1.0276859	1.0152284	0.9499629	0.8699380	0.6018778	0.8443571	0.0245658	0.0122727	0.0747132	0.6643092	0.3117778	0.3723902	-2128013.619
11206000	1.0918759	0.9690045	0.9035841	0.8210151	0.5171638	0.7776035	0.0188801	0.0104898	0.1193453	0.3525315	0.3445258	0.3625523	-2128000.629
11207000	1.0890751	0.9458743	0.9154549	0.8042686	0.5674050	0.6603105	0.0168516	0.0081873	0.1316281	0.3344057	0.4063803	0.4043039	-2128016.077
11208000	1.0476380	0.9533547	0.8875050	0.7355725	0.5323276	0.6245684	0.0153376	0.0089469	0.1040172	0.2870405	0.4033908	0.4964133	-2128009.419
11209000	1.0828039	0.9686010	0.8527303	0.7131590	0.5347459	0.5476800	0.0139416	0.0178486	0.0770686	0.7168020	0.8197259	0.6122304	-2128009.757
11210000	1.0854770	0.9806853	0.9417328	0.7215884	0.5222272	0.7477288	0.0272174	0.0104836	0.1026435	0.6727880	0.5735109	0.7230675	-2128007.343
11211000	1.0970165	0.9684083	0.8631503	0.8165609	0.6148856	0.6315664	0.0258075	0.0089428	0.0930334	0.3851672	0.6482824	0.7341179	-2128013.290
11212000	1.0898029	0.9496191	0.8849647	0.7996923	0.6566296	0.5241293	0.0103884	0.0137026	0.0870446	0.7503443	0.6064652	0.5070134	-2128001.232
11213000	1.0686350	0.9570944	0.8545174	0.7964060	0.6566976	0.4583744	0.0241322	0.0128679	0.1168663	0.9022879	0.7192433	0.6307268	-2128008.579
11214000	0.9545660	0.9453117	0.8316471	0.7721567	0.6173645	0.5498633	0.0135860	0.0096238	0.0706903	0.5910370	0.2559552	0.5484738	-2128005.437
11215000	1.0234256	1.0140574	0.9017137	0.8162058	0.5834960	0.6858307	0.0178290	0.0122529	0.1239222	0.3633569	0.2955423	1.0197349	-2128010.752
11216000	1.1044599	0.9577614	0.8914224	0.8383273	0.6270413	0.7673832	0.0233540	0.0093870	0.1153312	0.8028399	0.3687847	0.3927360	-2128015.205
11217000	1.0220381	0.9644331	0.9212139	0.8259956	0.5777178	0.7225302	0.0192613	0.0085414	0.0811805	0.4848102	0.4959061	0.4506561	-2128004.708
11218000	1.0776048	0.9805946	0.9183674	0.8598124	0.5768474	0.6849313	0.0185590	0.0102540	0.1040960	0.5593445	0.3009088	0.5303364	-2128007.279
11219000	1.0817075	0.9825080	0.9397548	0.8803105	0.6255890	0.6658017	0.0130294	0.0089646	0.0952741	0.5688151	0.1748486	0.4599193	-2128010.631
11220000	1.0975315	0.9999411	0.9553569	0.8708267	0.7128781	0.6491306	0.0175589	0.0087328	0.0927336	0.6727556	0.4539446	0.5954274	-2128011.576
11221000	1.0692907	1.0035255	0.9383268	0.8414145	0.6326962	0.7642349	0.0106029	0.0090431	0.0880635	0.8102201	0.2719012	0.4363921	-2128014.736
11222000	1.0268396	0.9972893	0.9687079	0.8558690	0.6468187	0.6660276	0.0237942	0.0116537	0.1235005	0.6185359	0.3799570	0.5962901	-2128015.856
11223000	1.0552334	1.0210443	0.9499510	0.8365186	0.6767181	0.6219675	0.0156375	0.0094690	0.0690258	0.4258906	0.4752243	0.5123902	-2128007.679
11224000	1.0875706	0.9830344	0.9401500	0.8862672	0.6888134	0.7615077	0.0197799	0.0097458	0.0788636	0.3753714	0.3803209	0.4651436	-2128009.974
11225000	1.0921646	0.9767285	0.9548451	0.8595584	0.6855898	0.7645377	0.0193843	0.0110106	0.0953063	0.5064314	0.3113923	0.5868721	-2128006.243
11226000	1.0833093	0.9952839	0.9352996	0.8858823	0.6862766	0.7861849	0.0143016	0.0099937	0.1217411	0.2464907	0.5326139	0.4511848	-2128003.150
11227000	1.0234666	0.9727822	0.9339865	0.8796909	0.7205583	0.6235771	0.0206290	0.0117993	0.1071910	0.7554449	0.6900839	0.6951957	-2128007.202
11228000	1.0195421	0.9732007	0.9014592	0.8559250	0.7348899	0.5973725	0.0125178	0.0095586	0.0739649	0.5278483	0.1796392	0.8085358	-2128006.843
11229000	0.9767596	0.9518702	0.9154709	0.8642363	0.7510907	0.5266030	0.0243416	0.0079952	0.1287903	0.3078429	0.4949029	0.5624672	-2128006.371
11230000	1.0366436	0.9788296	0.9238909	0.8836445	0.6077340	0.5463119	0.0203898	0.0123370	0.1720889	0.5600089	0.6250873	0.6669417	-2128007.359
11231000	1.0271807	0.9576425	0.9097258	0.8817098	0.5594901	0.5751697	0.0219509	0.0138305	0.0795216	0.4217761	0.6670274	0.3779892	-2128008.232
11232000	1.0271584	0.9613577	0.9078269	0.8717324	0.5956012	0.5389414	0.0188762	0.0101670	0.1345694	0.4859612	0.4646295	0.5524696	-2128011.491
11233000	1.0771092	0.9887564	0.9062861	0.8548200	0.6564843	0.5090301	0.0143609	0.0093781	0.1042025	0.2832115	0.3618702	0.2711684	-2128006.001
11234000	1.0922571	0.9922957	0.9513315	0.8879950	0.6506349	0.4420293	0.0371208	0.0157991	0.1355683	1.6344523	0.5163729	0.5453767	-2128006.306
11235000	1.0932899	0.9759720	0.9509419	0.8661908	0.6266954	0.5815655	0.0316644	0.0078525	0.0937614	0.7327705	0.3378396	0.5838276	-2127999.495
11236000	1.0854545	0.9739518	0.9424644	0.8736751	0.6169469	0.5919151	0.0266351	0.0097815	0.1473974	1.0283728	0.3596186	0.4117003	-2128003.960
11237000	1.0545922	0.9742971	0.9327554	0.8820622	0.5785700	0.6113501	0.0165909	0.0107343	0.1268285	0.3993921	0.3928338	0.5424627	-2128015.276
11238000	1.0548127	0.9803285	0.9360114	0.7790995	0.5272455	0.6762985	0.0198538	0.0094618	0.0740802	0.1901573	0.7671643	0.2962353	-2128012.306
11239000	1.0628920	1.0109250	0.8902713	0.7334470	0.5489989	0.6762957	0.0162728	0.0102109	0.0656754	0.5067743	0.5377620	0.6019886	-2128011.166
11240000	1.1082954	0.9979607	0.9173120	0.8088723	0.5894189	0.6198820	0.0159334	0.0143635	0.0740710	0.5243269	0.7931887	0.5866176	-2128008.068
11241000	1.0162550	0.9801007	0.8784755	0.8281896	0.5602619	0.6268077	0.0245486	0.0081384	0.0842006	0.7283789	0.2412362	0.3333572	-2128009.423
11242000	1.0479820	0.9543314	0.8526218	0.7714686	0.5481183	0.5613610	0.0252401	0.0105649	0.1050187	0.5772168	0.7591931	0.8725479	-2128008.867
11243000	0.9787962	0.9613316	0.8700966	0.8073930	0.5433403	0.5231108	0.0125442	0.0110706	0.0958875	0.4943946	0.6310354	0.3926607	-2128008.893
11244000	1.0012444	0.9500550	0.8839697	0.8149754	0.5289751	0.5386307	0.0232519	0.0067708	0.1186254	0.6569253	0.7103525	0.7471173	-2128003.046
11245000	0.9570669	0.9563051	0.8853421	0.8060118	0.5570642	0.6666899	0.0168912	0.0145835	0.0888959	0.6264889	0.4562359	0.5071314	-2128009.355
11246000	1.0806959	0.9792528	0.8798864	0.7873562	0.6214841	0.8042222	0.0235926	0.0082532	0.1044115	0.5342043	0.2789685	0.9196846	-2128009.194
11247000	1.0824404	0.9717514	0.8479735	0.8020400	0.6381262	0.7095897	0.0187717	0.0118956	0.1146679	0.4359826	0.9786034	0.5272917	-2128005.929
11248000	1.1147413	0.9500657	0.8797607	0.7889827	0.6554683	0.4889282	0.0124629	0.0134767	0.0915645	0.4307569	0.3338761	0.3425381	-2128008.829
11249000	1.0945361	0.9561591	0.9130149	0.8566006	0.6092283	0.4529448	0.0252489	0.0135481	0.1081216	0.2844100	0.3863306	0.2997567	-2128011.628
11250000	1.0728010	0.9723697	0.9348304	0.8459813	0.6540657	0.7269675	0.0180808	0.0125342	0.0857692	0.6845877	0.6469412	0.3923212	-2128005.475
11251000	1.0662268	0.9898577	0.9642849	0.8987699	0.6715003	0.7347039	0.0237393	0.0144432	0.0953489	0.4428913	0.4192874	0.5794973	-2128012.148
11252000	1.0987940	1.0157420	0.9666579	0.8657999	0.6284373	0.7685711	0.0182824	0.0116346	0.1039817	0.3010784	0.4466469	0.5838833	-2128015.993
11253000	1.0734125	1.0107274	0.9388032	0.8688931	0.6835313	0.7734771	0.0164302	0.0110271	0.0738225	0.2496461	0.4025950	0.3649065	-2128009.684
11254000	1.0951779	0.9714763	0.9189660	0.8402117	0.6939895	0.7518963	0.0131390	0.0071990	0.0978287	0.4989116	0.2373720	0.2563674	-2128006.206
11255000	1.0575985	0.9659381	0.9225506	0.8424787	0.7066389	0.7557779	0.0218653	0.0127565	0.1005357	0.6339512	0.6324427	0.3399001	-2128006.064
11256000	1.0967518	0.9698747	0.8951004	0.8074658	0.6381820	0.7114412	0.0211940	0.0086254	0.1041341	0.4227887	0.3145231	0.3489492	-2128009.983
11257000	1.0596763	0.9646401	0.8852497	0.8179300	0.6014630	0.6064328	0.0197551	0.0164963	0.0946887	0.6678115	0.5217393	0.5642082	-2128008.125
11258000	1.0878975	0.9873177	0.9297227	0.7937065	0.5187616	0.6928219	0.0186957	0.0162574	0.0712294	0.5045908	0.7666242	0.4371508	-2128009.991
11259000	1.0948280	0.9610798	0.8813113	0.7812600	0.5848351	0.7615352	0.0262932	0.0134402	0.1029785	0.5460658	0.4796605	0.4005171	-2128012.358
11260000	1.0529151	0.9511597	0.8776095	0.7292391	0.4747701	0.7777315	0.0234806	0.0111302	0.1038272	0.4538011	0.6123195	0.4078349	-2128006.911
11261000	1.0975814	0.9618873	0.8921651	0.7922422	0.4987492	0.7631488	0.0298745	0.0154176	0.1302997	0.6896865	0.7602081	0.7271813	-2128017.053
11262000	1.0671207	0.9858707	0.8358234	0.7584857	0.5190278	0.8343655	0.0192805	0.0119269	0.1318255	0.5453813	0.3815138	0.4720127	-2128007.627
11263000	1.0809247	0.9509138	0.9004551	0.8195766	0.5051338	0.6916979	0.0203967	0.0119128	0.0862362	0.4851029	0.3839646	0.2395211	-2128004.397
11264000	1.0612388	0.9435728	0.8666531	0.8257509	0.5493375	0.7960124	0.0202570	0.0091704	0.1014301	0.3448239	0.4806991	0.5700801	-2128003.684
11265000	1.0640624	0.9683255	0.9031180	0.8437498	0.6485341	0.7616496	0.0216365	0.0132889	0.0855876	0.5351033	0.7885261	0.5085323	-2128006.356
11266000	1.0980827	0.9526665	0.9167911	0.8390854	0.5915883	0.6407355	0.0238251	0.0154334	0.0905595	0.4168519	0.3509478	0.3466923	-2128002.061
11267000	1.0534954	1.0162884	0.9155916	0.8637225	0.6102628	0.7184887	0.0252572	0.0105517	0.0791996	0.4983788	0.4245061	0.3446716	-2128010.888
11268000	1.0871945	0.9949872	0.9303990	0.8882934	0.7080703	0.7847105	0.0230675	0.0113717	0.1024080	0.5623446	0.4257963	0.5555711	-2128002.993
11269000	1.0715635	0.9711704	0.9174634	0.8833755	0.6271668	0.7531568	0.0159408	0.0076114	0.1101911	0.2653250	0.4633998	0.5720088	-2128004.555
11270000	1.0216002	0.9504579	0.9146014	0.8783080	0.5234726	0.6814098	0.0163889	0.0111865	0.0862125	0.3623082	0.6249709	0.4270020	-2128006.775
11271000	1.0362556	0.9587711	0.9004304	0.8497258	0.5227286	0.6787233	0.0147841	0.0083273	0.0926317	0.3535407	0.4634815	0.3269974	-2128009.001
11272000	1.0410575	0.9692003	0.9162497	0.8154527	0.5135954	0.7045399	0.0220880	0.0094682	0.0940454	0.6106284	0.4534158	0.3105450	-2128010.669
11273000	1.0998821	0.9467920	0.8782611	0.8151817	0.6429867	0.5968037	0.0178145	0.0089383	0.1270136	0.3580460	0.3052611	0.6106166	-2128004.731
11274000	1.0232138	0.9660796	0.8749058	0.8235726	0.6517309	0.5093033	0.0138819	0.0149909	0.1204638	0.3257385	0.3180866	0.3472057	-2128005.704
11275000	1.0333171	0.9719906	0.9002033	0.8331774	0.6282609	0.5360641	0.0234814	0.0107936	0.0948397	0.5144153	0.1917845	0.3858477	-2128005.678
11276000	1.0691005	0.9844465	0.9005426	0.8526442	0.6962379	0.5913000	0.0215359	0.0120168	0.0814220	0.3004369	0.2686364	0.3845774	-2128016.068
11277000	1.0974587	0.9549867	0.9184418	0.8592567	0.6645492	0.5860920	0.0139774	0.0141123	0.1289798	0.5442026	0.8715004	0.2851235	-2128005.310
11278000	1.1015087	0.9761018	0.9302690	0.8324932	0.6755707	0.7360676	0.0149759	0.0144665	0.0813126	0.4886474	0.5277931	0.4867190	-2128003.485
11279000	1.0888468	0.9794372	0.9250018	0.8662903	0.6740104	0.8043614	0.0186149	0.0285061	0.0800651	0.4059769	0.5835225	0.3217143	-2128002.571
11280000	1.0784993	0.9805241	0.9235219	0.8668357	0.7112568	0.8292225	0.0234574	0.0109772	0.1070947	0.6761700	0.5153862	0.6141527	-2128008.194
11281000	1.0432746	1.0009638	0.9437376	0.8757489	0.6498385	0.8262356	0.0171602	0.0140220	0.0873617	0.4420781	0.5279817	0.4160677	-2128012.159
11282000	1.1076434	1.0135090	0.9540982	0.8793084	0.5970832	0.7674504	0.0257715	0.0123053	0.1015140	0.6192607	0.5461869	0.4033518	-2128009.342
11283000	1.0976731	0.9717093	0.9415987	0.8837133	0.5506269	0.7009429	0.0349929	0.0093478	0.0816521	0.8567368	0.2647254	0.2725776	-2128010.757
11284000	1.0748225	0.9528724	0.9250848	0.8724148	0.4918736	0.6582499	0.0193445	0.0130445	0.0733222	0.6326005	0.5926066	0.5418525	-2128006.393
11285000	1.0761560	0.9858422	0.9104635	0.8590071	0.6293604	0.7324349	0.0218646	0.0087911	0.0825612	0.4514594	0.3747849	0.4402206	-2128007.575
11286000	1.1046467	0.9494608	0.8786455	0.8293950	0.6181728	0.6478241	0.0194029	0.0099016	0.0966878	0.3421462	0.2905791	0.3615666	-2128006.619
11287000	1.0747281	0.9690660	0.9186156	0.8436676	0.6453898	0.7181403	0.0203104	0.0094317	0.1035218	0.3921914	0.4963633	0.7869963	-2128007.639
11288000	0.9808673	0.9482674	0.8996382	0.8498898	0.6791059	0.6236967	0.0213235	0.0120417	0.0750386	0.6468815	0.4205899	0.4100629	-2128010.201
11289000	0.9908003	0.9888735	0.9222998	0.8733139	0.6115813	0.6130264	0.0209619	0.0102648	0.1059322	0.6435803	0.3514247	0.6443510	-2128003.577
11290000	1.0945305	0.9932509	0.9069382	0.8529930	0.6370088	0.7511023	0.0199916	0.0070947	0.0647001	0.7609628	0.3838719	0.6634871	-2128007.583
11291000	0.9744663	0.9599000	0.8623259	0.8338630	0.6821072	0.5939072	0.0222733	0.0112633	0.1592599	1.0266365	0.2788384	1.0051572	-2128010.177
11292000	1.0505693	0.9443903	0.8888691	0.8263325	0.7011113	0.5798336	0.0227417	0.0126344	0.1067419	0.3735123	0.3106160	0.5361451	-2128006.901
11293000	1.0886247	0.9721556	0.9003516	0.8180344	0.7283128	0.6401519	0.0199887	0.0211700	0.1118282	0.5966510	0.6961698	0.7923024	-2128009.461
11294000	1.0637964	0.9719005	0.9300334	0.8303763	0.7056299	0.6901229	0.0162642	0.0103372	0.1088566	0.7761766	0.4709696	0.5138354	-2128010.767
11295000	1.0182559	0.9680476	0.8849224	0.8415407	0.7217532	0.7772068	0.0265713	0.0131889	0.1721085	0.7842211	0.3353564	0.7128325	-2128004.538
11296000	1.0432636	0.9600436	0.9144492	0.8511026	0.7103919	0.6560466	0.0189404	0.0084066	0.0989681	0.3650304	0.2407478	0.5797636	-2128001.192
11297000	1.0941175	0.9977453	0.9154962	0.8640288	0.7154646	0.6189977	0.0152532	0.0076377	0.1014522	0.6629410	0.6938512	0.5465410	-2128002.251
11298000	1.0789690	0.9692180	0.9437988	0.8982591	0.7225308	0.6822334	0.0182009	0.0119778	0.0860209	0.3576296	0.4381902	0.3976672	-2128003.153
11299000	1.0994738	0.9929243	0.9574264	0.9017514	0.6606254	0.5093400	0.0219755	0.0074564	0.1147506	0.4813422	0.2838523	0.4692018	-2128003.191
11300000	1.1016487	0.9685225	0.9600474	0.8899881	0.5939576	0.4934944	0.0230477	0.0130941	0.1014073	0.5878327	0.5973037	0.3040036	-2128001.910
11301000	1.0859354	0.9699258	0.9576588	0.8937272	0.6624260	0.5050910	0.0201777	0.0097111	0.1325444	0.7091718	0.3620054	0.6561562	-2128002.486
11302000	1.0890095	0.9770798	0.9368812	0.8809716	0.6899309	0.7206074	0.0283022	0.0126855	0.0733777	0.3321559	0.4069149	0.3230386	-2128001.086
11303000	1.1056535	1.0033113	0.9451456	0.8890411	0.6796920	0.6137659	0.0133152	0.0144565	0.0821734	0.3400811	0.6518092	0.4057901	-2128008.996
11304000	0.9999763	0.9666582	0.9213170	0.8768273	0.7527558	0.4299214	0.0166328	0.0116219	0.1113210	0.2663714	0.3225635	0.5498184	-2128009.072
11305000	1.0777963	0.9822018	0.9301607	0.8769750	0.7007595	0.5041844	0.0233678	0.0094915	0.1159170	0.4574313	0.8993439	0.5434903	-2128007.673
11306000	1.0289522	0.9995640	0.9512706	0.8794104	0.7502935	0.5440377	0.0191479	0.0127384	0.1074458	0.4998428	0.3770353	0.2863974	-2128011.054
11307000	1.0279942	0.9975249	0.9431511	0.9070510	0.6893161	0.6139946	0.0172967	0.0116916	0.1567633	0.4534542	0.3024957	0.4527484	-2128013.619
11308000	1.0869346	0.9825126	0.9328048	0.9103077	0.7006512	0.6713754	0.0153205	0.0127735	0.1028782	0.4091545	0.2394730	0.5074840	-2128010.521
11309000	1.0634782	0.9774737	0.9375724	0.9067685	0.7006110	0.7472345	0.0150262	0.0113997	0.0952947	0.4583427	0.5482528	0.5190171	-2128008.002
11310000	1.0089536	1.0064392	0.9732858	0.8818216	0.7590205	0.6744818	0.0195027	0.0094527	0.0945309	0.6296225	0.4570271	0.3976631	-2128011.096
11311000	1.0376006	1.0164300	0.9280391	0.8857571	0.7752459	0.7772556	0.0197575	0.0099721	0.0997573	0.4565963	0.5190331	0.6137409	-2128010.230
11312000	1.0916270	1.0169609	0.9604799	0.8821254	0.7174413	0.8749650	0.0237401	0.0122025	0.0879163	0.3936022	0.5289778	0.5921632	-2128011.706
11313000	0.9991032	0.9907411	0.9562150	0.8764698	0.6612027	0.8273706	0.0206863	0.0107901	0.0779087	0.3700681	0.5502452	0.5307582	-2128005.027
11314000	1.0976804	0.9967030	0.9540965	0.8799854	0.5844304	0.8416868	0.0163329	0.0141974	0.0810942	0.2373175	0.4654096	0.5096044	-2128003.563
11315000	1.0607957	0.9560379	0.9213616	0.8587062	0.5257948	0.7823134	0.0189719	0.0105544	0.1112864	0.6612107	0.3711693	0.2277566	-2128005.604
11316000	1.0851740	0.9556328	0.9198600	0.8605426	0.5233319	0.7324998	0.0296189	0.0112406	0.1979103	0.9568715	0.5787087	0.7062562	-2128008.704
11317000	1.0374674	0.9694117	0.9048364	0.8582676	0.6003869	0.5241184	0.0140551	0.0128924	0.0789108	0.3305602	0.4415115	0.4534289	-2128000.363
11318000	1.0883163	1.0098505	0.9650262	0.8344543	0.6943086	0.6897569	0.0132475	0.0102221	0.1260635	0.1945644	0.5869731	0.5975826	-2128013.613
11319000	1.0909281	0.9567538	0.9025186	0.8428022	0.7494762	0.6194734	0.0212785	0.0179945	0.1508293	0.6604675	0.6387858	0.5363723	-2128002.865
11320000	1.0268973	0.9509389	0.9238962	0.8567375	0.7333885	0.6489703	0.0230549	0.0093681	0.0998603	0.5536281	0.4516509	0.2156174	-2128007.028
11321000	1.0508834	0.9858325	0.9226254	0.8679816	0.7102972	0.7535369	0.0229316	0.0100288	0.1529646	0.3229318	0.3161600	0.4765678	-2128012.307
11322000	1.0918522	0.9925887	0.9227947	0.8937131	0.7134156	0.7053064	0.0192978	0.0116158	0.1050825	0.3200924	0.3484910	0.3449100	-2128004.950
11323000	1.0980750	0.9790531	0.9304328	0.8603907	0.7237124	0.6477804	0.0247078	0.0101096	0.1120477	0.5928470	0.5090602	0.3152792	-2128006.891
11324000	1.0683132	0.9477473	0.9165191	0.8867466	0.6887975	0.5618604	0.0180155	0.0127389	0.1039679	0.3640663	0.7044186	0.2443707	-2128007.564
11325000	1.0776257	0.9617429	0.9266414	0.8565248	0.7014469	0.4646461	0.0257406	0.0166047	0.1021533	0.7270673	0.4962135	0.2841080	-2128005.415
11326000	1.0931437	0.9905870	0.9036949	0.8650640	0.6877534	0.4193209	0.0178431	0.0120601	0.0901561	0.6794164	0.9244068	0.6971681	-2128007.859
11327000	1.0800064	0.9875588	0.9094470	0.8769772	0.6641790	0.5036623	0.0212552	0.0078847	0.1155771	0.2687142	0.4311174	0.4152519	-2128003.443
11328000	1.0059993	0.9725555	0.9374514	0.8683081	0.5486430	0.5296218	0.0188382	0.0135225	0.0903449	0.4389656	0.5541784	0.2679675	-2128010.574
11329000	0.9810497	0.9674308	0.8878943	0.8216813	0.4396107	0.5104825	0.0153196	0.0117477	0.0774159	0.4482895	0.6483084	0.5307405	-2128006.328
11330000	1.0011727	0.9921721	0.8409766	0.7876625	0.5122539	0.3872172	0.0218857	0.0098795	0.0716333	0.5057992	0.3078678	0.5757827	-2128002.359
11331000	1.0846097	0.9823282	0.9128407	0.8488230	0.5163946	0.3620387	0.0173586	0.0089591	0.1259390	0.3996947	0.5756031	0.5610214	-2128005.614
11332000	1.0487561	0.9611785	0.9084750	0.8609437	0.6487505	0.4658129	0.0340197	0.0176946	0.0837641	0.8196159	0.7853546	0.8042441	-2128010.574
11333000	1.0729996	0.9708188	0.8922131	0.8706194	0.6616457	0.4244229	0.0206342	0.0147984	0.1336622	0.3037665	0.9363460	0.6882307	-2128005.824
11334000	1.0779773	0.9445824	0.8983669	0.8558761	0.6866073	0.5010444	0.0193320	0.0105705	0.1071352	0.3916801	0.3560013	0.4043598	-2128003.148
11335000	1.0270672	0.9612842	0.9001134	0.8614973	0.6072760	0.6273129	0.0260996	0.0111937	0.1198814	1.2880416	0.2951391	0.4687676	-2128008.775
11336000	1.0577420	0.9506811	0.8928617	0.8426219	0.5558008	0.6214032	0.0178014	0.0095728	0.1004037	0.1828283	0.3906420	0.4602663	-2128007.961
11337000	1.0329465	1.0016977	0.9360515	0.8311637	0.6366245	0.7381769	0.0285487	0.0093181	0.0893472	0.8687966	0.3038284	0.5997169	-2128012.633
11338000	1.0755032	1.0246142	0.9320298	0.8206142	0.6483241	0.7874844	0.0173595	0.0098974	0.0961166	0.4751551	0.8321075	0.6952781	-2128008.945
11339000	1.0687244	0.9813514	0.9308675	0.8549525	0.6428114	0.6134940	0.0169187	0.0156985	0.1200660	0.2363719	0.3785045	0.7844314	-2128004.569
11340000	1.0999547	0.9598748	0.9381225	0.8782633	0.5068436	0.6757389	0.0336559	0.0108661	0.0750676	0.8954101	0.2765023	0.4805679	-2128018.219
11341000	1.0788737	0.9671392	0.9430114	0.9075916	0.5307669	0.5959997	0.0152438	0.0118226	0.1186332	0.2609704	0.5777167	0.5624867	-2128009.335
11342000	1.0406471	0.9787135	0.9408035	0.9086442	0.6833548	0.7112740	0.0248585	0.0122231	0.1355726	0.6405412	0.5810522	0.3865453	-2128009.874
11343000	1.0472035	1.0087591	0.9488295	0.8995622	0.6617758	0.6978194	0.0179285	0.0092974	0.1024314	0.3721320	0.5457334	0.2786108	-2128009.255
11344000	1.0790291	1.0086657	0.9432693	0.8727298	0.5841019	0.6918276	0.0168521	0.0097841	0.1135484	0.4690613	0.3405472	0.3643092	-2128002.882
11345000	1.0788014	1.0264171	0.9635532	0.8816769	0.6237801	0.6750845	0.0182819	0.0100941	0.0916632	0.3791622	0.2963705	0.3514225	-2128007.381
11346000	1.0956548	0.9861460	0.9541445	0.8800343	0.5563910	0.6431487	0.0161988	0.0086007	0.0984766	0.2420438	0.6087947	0.2341525	-2128006.639
11347000	1.0719270	1.0369158	0.9516600	0.8993039	0.6110002	0.6969516	0.0183604	0.0099739	0.1087374	0.4299969	0.5070738	0.5052396	-2128008.401
11348000	1.0489569	1.0034574	0.9709832	0.9017295	0.5935631	0.6807172	0.0184956	0.0102995	0.0943187	0.4270736	0.3111616	0.5813822	-2128006.348
11349000	1.1008733	1.0544197	1.0033874	0.9284179	0.5324483	0.6895046	0.0166439	0.0129016	0.1567024	0.5316693	0.5460921	0.7741408	-2128006.076
11350000	1.0618614	1.0543373	0.9989526	0.9078325	0.6189283	0.7857109	0.0156565	0.0121440	0.0776679	0.7704069	0.4527620	0.5302673	-2128004.052
11351000	1.0791100	1.0446464	0.9698474	0.8785804	0.6515105	0.6920473	0.0287685	0.0108517	0.0778306	0.6522152	0.3618055	0.3287850	-2128004.328
11352000	1.0489009	0.9759730	0.9189116	0.8459177	0.6635376	0.6328012	0.0216730	0.0105625	0.0878908	0.8908680	0.3959481	0.5245959	-2128007.860
11353000	1.0672183	0.9773545	0.9019069	0.8243662	0.6287655	0.6252888	0.0152243	0.0101785	0.0895141	0.3587762	0.3312096	0.2739153	-2128007.345
11354000	1.1028098	1.0405485	0.9555107	0.8601880	0.6822059	0.5356383	0.0216945	0.0075069	0.0761140	0.9043379	0.5263815	0.5201300	-2128008.647
11355000	1.0866877	1.0094357	0.9327081	0.8649889	0.6028399	0.5855017	0.0155132	0.0203102	0.0964147	0.2519179	1.5276502	0.4164310	-2128012.604
11356000	1.1029978	1.0030105	0.9761360	0.9166032	0.5500779	0.6460894	0.0211272	0.0108570	0.1046494	0.7073113	0.4109339	0.3233060	-2128007.774
11357000	1.0203733	0.9908224	0.9654914	0.9319975	0.6449440	0.7451773	0.0171165	0.0105268	0.0923609	0.2636013	0.7144299	0.7227925	-2128005.305
11358000	1.0366681	1.0118300	0.9650764	0.8655954	0.5169075	0.6983003	0.0191048	0.0074815	0.1003467	0.5279756	0.6322425	0.4221734	-2128004.486
11359000	1.0858056	1.0807803	0.9826648	0.9331135	0.5031680	0.6551776	0.0130742	0.0098615	0.0913870	0.3211857	0.4833827	0.6569323	-2128008.216
11360000	1.0976466	1.0049611	0.9722154	0.9348371	0.4373246	0.6742769	0.0286288	0.0124495	0.1232422	0.4129937	0.4625978	0.6064185	-2128008.355
11361000	1.0901567	1.0039107	0.9590268	0.9274950	0.4889468	0.5759629	0.0130604	0.0098995	0.1346428	0.2912546	0.4090618	0.6709256	-2128006.428
11362000	1.0716216	1.0022126	0.9657349	0.9255317	0.5424083	0.5150354	0.0172618	0.0100960	0.0776499	0.7498321	0.2441785	0.2592979	-2128003.986
11363000	1.0096497	0.9825401	0.9505799	0.9046824	0.5170165	0.5911161	0.0214572	0.0097706	0.1043026	0.7215416	0.7944843	0.4844310	-2128009.725
