Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
2606000	1.0692747	0.9898198	0.9008577	0.8284470	0.4379424	0.8399503	0.0163700	0.0111607	0.0819648	0.3664473	0.5880167	0.4589424	-2128008.275
2608000	1.0927077	0.9633204	0.8851398	0.7953853	0.4581119	0.7660009	0.0149122	0.0154454	0.0848004	0.3301490	1.1847625	0.3200394	-2128000.771
2610000	1.0982572	0.9881087	0.8778203	0.8072239	0.4610585	0.6628284	0.0174275	0.0111158	0.1144778	0.4477079	0.5035998	0.6069326	-2128012.840
2612000	1.0851517	0.9508018	0.9012925	0.8319145	0.6068385	0.7098879	0.0157052	0.0106759	0.0991419	0.2997642	0.5837403	0.7352482	-2128009.637
2614000	1.0952746	1.0014520	0.9157120	0.8373055	0.5133384	0.6552246	0.0166444	0.0069894	0.0526293	0.4056877	0.2301331	0.3855197	-2128009.304
2616000	1.0213662	0.9688476	0.9135854	0.8577696	0.6297986	0.8163629	0.0154434	0.0127019	0.0922052	0.4659625	0.7596391	0.5346260	-2128013.460
2618000	1.0243773	0.9753849	0.9271534	0.8798014	0.7345441	0.8091287	0.0196973	0.0134560	0.0833168	0.4929637	0.3515600	0.7332797	-2128006.386
2620000	1.0252654	0.9919884	0.9543860	0.8803402	0.6736942	0.5805019	0.0172026	0.0092779	0.1594212	0.2832752	0.4136171	0.6321109	-2128016.326
2622000	1.0751758	0.9657222	0.9079384	0.8597068	0.5969076	0.7834362	0.0143916	0.0109882	0.0745537	0.2215336	0.2610826	0.5211406	-2128008.443
2624000	1.0854788	0.9761833	0.9025871	0.8672898	0.5723230	0.7743515	0.0178552	0.0103929	0.1066942	0.4347713	0.3584162	0.5720965	-2128006.426
2626000	1.0681622	0.9631933	0.8781429	0.7506564	0.5591144	0.7758312	0.0125659	0.0129244	0.0786807	0.6242466	0.4481679	0.6471672	-2128011.604
2628000	0.9695241	0.9638849	0.9216726	0.8339960	0.5541797	0.7157944	0.0189778	0.0101428	0.0961214	0.3874092	0.6173656	0.6808875	-2128007.214
2630000	0.9541866	0.9438357	0.8568080	0.7830830	0.4928044	0.6915722	0.0112837	0.0151917	0.1011524	0.5871399	0.6041075	0.6683974	-2128005.139
2632000	1.0006325	0.9733413	0.9262670	0.8758974	0.5908747	0.7520536	0.0227488	0.0106550	0.1544246	0.4623350	0.3262884	0.5423835	-2128003.174
2634000	1.0547778	1.0347017	0.9961319	0.8574598	0.7122932	0.9190864	0.0267015	0.0131727	0.1478324	0.4853984	0.7557391	0.7037561	-2128006.017
2636000	1.0292648	0.9889455	0.9326353	0.8476547	0.7314132	0.7697850	0.0260016	0.0091464	0.0905581	0.8059174	0.4157844	0.5263727	-2128009.332
2638000	1.0734748	0.9572019	0.8618044	0.7635326	0.5889742	0.7276302	0.0128813	0.0143259	0.1459199	0.4109397	1.4314750	0.7449198	-2128008.412
2640000	1.0926133	0.9696749	0.9228851	0.8238819	0.6642930	0.5353595	0.0157981	0.0131417	0.0888287	0.4779248	0.6582220	0.6482453	-2128010.741
2642000	1.0630034	0.9523385	0.8586645	0.8021670	0.5721322	0.6317064	0.0152520	0.0135716	0.1052501	0.3312958	0.4277512	0.3148542	-2128015.979
2644000	1.0870840	0.9807307	0.8869421	0.7831515	0.5152238	0.6331472	0.0164850	0.0096144	0.0940018	0.3066926	0.3373867	0.2940777	-2128003.535
2646000	1.0436141	0.9857879	0.8557152	0.8114209	0.4769428	0.6980138	0.0139592	0.0132594	0.0902022	0.2782846	0.6618742	0.4708897	-2128004.016
2648000	1.0872546	0.9519217	0.8948508	0.8365841	0.6532707	0.7376749	0.0309094	0.0090822	0.0836029	0.5682309	0.4024389	0.2960759	-2128003.419
2650000	1.0541099	0.9955714	0.9098961	0.8457112	0.6338488	0.7042253	0.0149557	0.0125583	0.0844244	0.2009449	0.5384012	0.3466060	-2128008.669
2652000	1.0564763	0.9983245	0.9476296	0.9007273	0.5463793	0.7478715	0.0176119	0.0110966	0.0724378	0.4565671	0.6320811	0.4307147	-2128007.664
2654000	1.0247297	1.0003226	0.9376704	0.7736842	0.5157425	0.6095483	0.0132635	0.0110938	0.1457897	0.4959663	0.4793599	0.9173775	-2128010.044
2656000	1.0539478	1.0448234	0.9679465	0.8715236	0.4314280	0.6991032	0.0157506	0.0148510	0.0824081	0.4291245	0.6608490	0.4534958	-2128003.327
2658000	1.0955982	1.0849270	1.0212526	0.9497772	0.5763914	0.7253608	0.0187471	0.0080495	0.1012707	0.3935231	0.4030785	0.5996099	-2128007.432
2660000	1.0892939	1.0678757	1.0105346	0.9417175	0.6086601	0.7459234	0.0144186	0.0105060	0.1009675	0.2810921	0.3199457	0.5332065	-2128009.057
2662000	1.1154526	1.0442608	0.9988434	0.9127167	0.6878411	0.5188334	0.0153406	0.0116119	0.0996058	0.2632411	0.4912033	0.4587265	-2128014.112
2664000	1.0885656	1.0430003	0.9492066	0.8882500	0.7048435	0.5095897	0.0191363	0.0091166	0.0992178	0.3398016	0.4226124	0.6869187	-2128005.827
2666000	1.0888474	0.9968570	0.9637895	0.8983194	0.6210706	0.6145004	0.0280119	0.0113792	0.0846869	0.5526801	0.6991448	0.4719620	-2128003.399
2668000	1.0963249	0.9849028	0.9456730	0.8791518	0.6639130	0.6403964	0.0162999	0.0100484	0.1014812	0.3842505	0.3092152	0.2910394	-2128011.463
2670000	1.0363002	1.0119443	0.9689147	0.8796867	0.6790570	0.7750804	0.0227529	0.0125856	0.0839177	0.3081183	0.6702439	0.3798304	-2128004.427
2672000	1.0924822	1.0388998	0.9557705	0.8994862	0.7165456	0.4945195	0.0191582	0.0074175	0.0990263	0.2919454	0.2939454	0.3788183	-2128005.306
2674000	1.0203091	1.0009112	0.9837277	0.9514762	0.7124893	0.5720134	0.0219158	0.0164104	0.0687141	0.6694861	0.6498119	0.3766224	-2128002.979
2676000	1.0289701	1.0234906	0.9927290	0.9269910	0.6738187	0.7366691	0.0207274	0.0139052	0.1326641	0.4463755	0.3172554	0.7018730	-2128009.072
2678000	1.0837154	1.0314260	0.9764159	0.8432167	0.5793098	0.7162024	0.0258312	0.0105327	0.0627750	0.6441603	0.4276254	0.5686879	-2128009.206
2680000	1.0980617	0.9797296	0.9342172	0.8675299	0.5819378	0.8332024	0.0278904	0.0111906	0.1117452	0.3928097	0.5896975	0.3828544	-2128006.607
2682000	1.0956385	1.0410943	0.9449310	0.8744170	0.6729218	0.7218587	0.0152014	0.0121280	0.0790574	0.3331724	0.3275173	0.3706853	-2128006.730
2684000	1.0629506	0.9559323	0.8750288	0.8452356	0.5473789	0.7900743	0.0235761	0.0248784	0.1048537	0.5461873	1.0897683	0.4971427	-2128010.657
2686000	1.0475090	1.0020327	0.9314070	0.8529665	0.6784266	0.7280946	0.0206112	0.0085536	0.0909036	0.5534215	0.3477840	0.6107284	-2128005.786
2688000	1.0812729	0.9570755	0.9073657	0.8603028	0.6192596	0.6206256	0.0182715	0.0092541	0.1380794	0.3871921	0.3440255	0.8808459	-2128010.179
2690000	1.0980474	0.9628719	0.8724931	0.8216860	0.6115997	0.6621081	0.0431302	0.0099206	0.0905821	0.8848642	0.3254651	0.3976477	-2128012.886
2692000	1.0858996	0.9690938	0.9071383	0.8547940	0.7260346	0.8680359	0.0164310	0.0083434	0.1155428	0.3208250	0.6562830	0.4868562	-2128011.322
2694000	1.0434221	0.9579375	0.8929191	0.8611913	0.6228050	0.6350827	0.0347521	0.0180841	0.1253924	0.6751780	0.4469252	0.7418830	-2128004.670
2696000	1.0859608	0.9669788	0.9155439	0.8613366	0.7182491	0.6761939	0.0132063	0.0106466	0.1413946	0.7888766	0.6015122	0.4062043	-2128009.219
2698000	1.0918524	0.9520858	0.9176386	0.8628738	0.7915092	0.6841565	0.0279860	0.0125428	0.1564040	0.8358614	0.5178009	0.8732280	-2128006.976
2700000	1.0747590	0.9664448	0.9430121	0.9102314	0.7781039	0.5731954	0.0187992	0.0191394	0.0939143	0.9170192	0.6533726	0.4377459	-2128008.484
2702000	1.0729731	1.0034426	0.9241537	0.8861738	0.7121700	0.8327652	0.0212010	0.0116478	0.0770358	0.5601524	0.3834035	0.6166261	-2128009.145
2704000	1.0667464	0.9516827	0.9328440	0.8748916	0.6845241	0.7931258	0.0220818	0.0109927	0.0786010	0.5085581	0.4285393	0.2957129	-2128008.458
2706000	1.0257194	0.9716884	0.9253822	0.8820471	0.6438102	0.4956121	0.0144040	0.0154739	0.1539621	0.3080983	0.8478986	0.5667853	-2128008.113
2708000	1.0910228	1.0141982	0.9406998	0.8659430	0.5987856	0.6893513	0.0168059	0.0134003	0.0742281	0.3335574	0.4149099	0.4894013	-2128003.594
2710000	1.0778792	1.0159984	0.9047651	0.8730346	0.6126403	0.7691157	0.0203718	0.0102234	0.0804686	0.3574596	0.3541924	0.4099451	-2128003.274
2712000	1.0696863	1.0084489	0.9169055	0.8043303	0.5437867	0.8627905	0.0133289	0.0109694	0.0999800	0.2852833	0.4497616	0.5303565	-2128009.122
2714000	1.0169811	0.9481267	0.9191029	0.8406584	0.5952084	0.7263263	0.0315338	0.0105547	0.1130338	0.5666090	0.6060183	0.4277250	-2128009.201
2716000	1.0132735	0.9556658	0.8962107	0.8544352	0.6905828	0.8728462	0.0176581	0.0122764	0.1193626	0.2660657	0.5181503	0.3668882	-2128004.931
2718000	1.0774867	0.9970623	0.9374022	0.8737188	0.6882224	0.8586074	0.0205474	0.0078304	0.1232835	0.4454089	0.3803875	0.8605017	-2128007.484
2720000	1.0443981	1.0194625	0.9813396	0.9253277	0.7070381	0.9004463	0.0174230	0.0203367	0.1029769	0.7462597	0.4530304	0.3796275	-2128010.625
2722000	1.0992642	1.0172861	0.9431953	0.9016415	0.7493697	0.7444701	0.0204255	0.0100346	0.0813991	0.4881396	0.5666072	0.3100319	-2128004.036
2724000	1.0579297	0.9752634	0.9182090	0.8360111	0.6475243	0.6445338	0.0160322	0.0075640	0.1364419	0.2658119	0.3162795	0.5736860	-2128006.633
2726000	1.0907951	0.9822936	0.9488132	0.8639510	0.5452131	0.6623576	0.0242016	0.0100052	0.1918661	1.0263892	0.5487759	0.6838273	-2128004.303
2728000	1.0112405	0.9915252	0.9318034	0.8940546	0.6429738	0.8502873	0.0181689	0.0079313	0.1237500	0.4488075	0.3933059	0.6403731	-2128004.801
2730000	1.0451730	1.0057834	0.9250669	0.8786949	0.6302818	0.6969631	0.0178069	0.0094129	0.1069254	0.4386499	0.5054070	0.3912469	-2128003.858
2732000	1.0549347	0.9970884	0.9165497	0.8493302	0.5179352	0.7637045	0.0445840	0.0117011	0.0722167	0.9953017	0.4617423	0.2930905	-2128004.478
2734000	1.0812319	0.9693261	0.8928615	0.8201705	0.5253062	0.8225183	0.0173019	0.0097510	0.1011860	0.4940136	0.6498022	0.6308354	-2128009.242
2736000	1.0980940	0.9705252	0.8330860	0.7862447	0.4919818	0.7086280	0.0344951	0.0101717	0.1026162	0.6911880	0.5512321	0.4363242	-2128011.362
2738000	1.0989537	0.9698971	0.9083385	0.7970691	0.5913090	0.4433636	0.0188262	0.0198213	0.0895049	0.6017961	1.2145911	0.3493901	-2128005.539
2740000	1.0771344	0.9753855	0.9206044	0.8189879	0.5953746	0.4307549	0.0158230	0.0086115	0.1736880	0.2547781	0.5162255	0.6690369	-2128003.851
2742000	1.0470582	0.9641024	0.8742374	0.8027213	0.6527009	0.4925303	0.0237470	0.0096294	0.1076610	0.5216177	0.3469643	0.7258477	-2128001.382
2744000	1.0126572	0.9641324	0.9275864	0.7628595	0.6760066	0.5708154	0.0166118	0.0127717	0.1105476	0.5972941	0.4654154	0.6828613	-2128002.516
2746000	1.0499584	0.9540266	0.8963345	0.8611814	0.7335526	0.6817814	0.0246817	0.0127361	0.0907908	0.3046377	0.4731336	0.1929621	-2128008.824
2748000	1.0793229	0.9636009	0.8814520	0.7947865	0.7031919	0.6640454	0.0250925	0.0090976	0.1205162	0.4513429	0.5897055	0.3176765	-2128007.481
2750000	1.0584839	0.9555825	0.8742368	0.8029406	0.6327869	0.6899640	0.0162125	0.0095227	0.1661178	0.4005016	0.4351803	0.8996957	-2128016.010
2752000	1.1112964	0.9731929	0.8965520	0.7714099	0.6336186	0.7141981	0.0181098	0.0106302	0.0808329	0.6397447	0.4426884	0.2330040	-2128007.195
2754000	1.0909333	0.9627163	0.8975570	0.8753542	0.6097493	0.6994209	0.0206797	0.0162871	0.1163512	0.9484990	0.4539913	0.5825810	-2128006.562
2756000	1.0781620	0.9443200	0.9017420	0.8646164	0.7308615	0.6143692	0.0212843	0.0099906	0.0981734	0.3308096	0.4923437	0.4340867	-2128006.421
2758000	1.0727143	0.9849273	0.9357652	0.8787848	0.7293916	0.7105000	0.0176104	0.0116196	0.1286600	0.1726490	0.4403258	0.5378679	-2128004.257
2760000	1.0921852	0.9569317	0.9304918	0.8826808	0.7229549	0.6698749	0.0172955	0.0120696	0.1238983	0.2210888	0.4272734	0.5022682	-2128003.957
2762000	1.1019656	0.9633441	0.9260444	0.8695672	0.6368808	0.5572188	0.0167180	0.0075540	0.1047436	0.2280392	0.2866844	0.4123386	-2128005.411
2764000	1.0751339	0.9963555	0.9384534	0.8802015	0.7014880	0.7111657	0.0201971	0.0081401	0.0979925	0.7285348	0.1675219	0.5684296	-2128001.642
2766000	1.0464716	1.0038250	0.9270504	0.8576293	0.6214847	0.6504656	0.0197627	0.0118433	0.1089567	0.6204965	0.5616432	0.5258579	-2128010.155
2768000	1.0464638	0.9487919	0.8840103	0.8230083	0.5144516	0.5107633	0.0341156	0.0100971	0.0985289	0.7652683	0.3152793	0.4488492	-2128005.959
2770000	1.0511521	0.9417307	0.9078939	0.8231643	0.6414787	0.4000044	0.0181767	0.0092455	0.1009437	0.3527639	0.2494756	0.3666118	-2128009.476
2772000	1.0810119	0.9799379	0.9075346	0.8682082	0.6762354	0.3719894	0.0207967	0.0109385	0.0984321	0.4299171	0.4105718	0.3501457	-2128010.769
2774000	1.0688425	0.9953013	0.9276040	0.8286426	0.5440917	0.5039720	0.0368920	0.0133804	0.1082086	0.8610241	0.6386727	0.3881349	-2128005.846
2776000	1.0570399	0.9720511	0.9273127	0.8820455	0.5492346	0.6578994	0.0109013	0.0204481	0.0969916	0.8791353	0.7014303	0.4172047	-2128004.211
2778000	1.0889902	0.9794518	0.9131336	0.8431487	0.5476803	0.6250684	0.0203932	0.0095913	0.0917093	0.3791481	0.2702941	0.3210699	-2128010.664
2780000	1.0696609	0.9604018	0.8781540	0.7864332	0.5560906	0.7981639	0.0134987	0.0120559	0.1423300	0.3471965	0.5137327	0.4228506	-2128009.797
2782000	1.0865973	0.9675054	0.8931371	0.8264594	0.5973540	0.7637397	0.0180044	0.0140052	0.0686476	0.3048803	0.2513557	0.8843053	-2128011.566
2784000	1.1063003	0.9575359	0.9091683	0.8378058	0.5720149	0.6612413	0.0181056	0.0135692	0.1259635	0.2780289	0.6338172	0.4694775	-2128016.214
2786000	1.0727228	0.9741034	0.9299526	0.8867587	0.6493575	0.5852461	0.0217594	0.0093880	0.1084667	0.4953637	0.2903936	0.3350513	-2128003.364
2788000	1.0591565	1.0382878	0.9845144	0.9329204	0.6663231	0.6444034	0.0128262	0.0122918	0.1112392	0.7726084	0.3466890	0.5075917	-2128014.923
2790000	1.0937441	1.0075888	0.9526108	0.9054831	0.7049340	0.7232906	0.0176790	0.0102001	0.1504048	0.6805552	0.4225042	0.7763759	-2128004.966
2792000	1.0906428	0.9497522	0.9197610	0.8379413	0.6224694	0.6461254	0.0146981	0.0088938	0.1225764	0.3685449	0.2235131	0.3987808	-2128004.251
2794000	1.0799105	0.9852293	0.9221546	0.8206609	0.6123285	0.7903120	0.0206047	0.0114409	0.1096098	0.2407265	0.4444659	0.4650228	-2128015.262
2796000	1.0941467	0.9596651	0.8641217	0.8282450	0.4532378	0.6696735	0.0220680	0.0104899	0.1165763	0.7528411	0.5785588	0.6856231	-2128002.810
2798000	1.0824892	0.9459009	0.9035204	0.8318460	0.3882971	0.6981396	0.0123399	0.0102596	0.0904733	0.4048023	0.4851341	0.4216128	-2128007.150
2800000	1.0736050	0.9589038	0.8856505	0.8132466	0.3127274	0.7625477	0.0307281	0.0105636	0.0878548	0.7897702	0.7494960	0.5954360	-2128013.453
2802000	1.0588503	0.9891547	0.9157066	0.8433710	0.5158201	0.6572172	0.0135668	0.0104091	0.1070104	0.2476841	0.2308495	0.5017439	-2128009.505
2804000	1.0717756	0.9418846	0.8918161	0.8493435	0.6521337	0.5550133	0.0190165	0.0110891	0.1163077	0.5117141	0.2836230	0.6794873	-2128010.236
2806000	1.0575930	0.9790786	0.9381908	0.8407451	0.6931202	0.6693973	0.0245821	0.0075183	0.1598141	0.4929944	0.4858394	0.4583594	-2128006.202
2808000	1.0948872	0.9912484	0.9268870	0.8442585	0.6260468	0.6592560	0.0222158	0.0091970	0.1337428	0.2419616	0.2740300	0.4082090	-2128006.320
2810000	1.0904435	0.9691063	0.8628574	0.7899725	0.5994937	0.5886933	0.0181290	0.0117349	0.1437869	0.6343843	0.2515603	0.5485115	-2128005.133
2812000	1.0805449	0.9524608	0.9198894	0.8780040	0.5881418	0.6910358	0.0246301	0.0089786	0.0927932	0.4512121	0.2092987	0.3971888	-2128003.364
2814000	1.0958074	0.9723750	0.9394870	0.8925344	0.6660890	0.8502549	0.0169938	0.0124842	0.1139495	0.2994749	0.3670920	0.3334074	-2128006.422
2816000	1.0965768	0.9946557	0.9531620	0.8678136	0.5920353	0.8664372	0.0228121	0.0115367	0.0978222	0.4105418	0.2176266	0.4809746	-2128009.251
2818000	1.0830938	1.0593441	0.9725243	0.8509425	0.5122773	0.8250048	0.0130863	0.0112539	0.0873242	0.4018950	0.4902226	0.4106735	-2128004.957
2820000	1.0920673	0.9893162	0.9491881	0.8918990	0.5409587	0.6669352	0.0129743	0.0099850	0.1062099	0.3133622	0.3754185	0.3610424	-2128013.772
2822000	1.0406364	0.9916498	0.9471804	0.8250579	0.5128101	0.5570537	0.0178849	0.0129912	0.0817136	0.5168808	0.4988427	0.3285252	-2128006.951
2824000	1.0214396	0.9694788	0.8715171	0.8354962	0.5772443	0.6849719	0.0197331	0.0181830	0.0856775	0.3590991	0.5224946	0.5374668	-2128010.589
2826000	1.0547163	0.9545728	0.9048378	0.8455007	0.6260680	0.6340203	0.0247011	0.0110796	0.0832531	0.8032736	0.3883923	0.4763227	-2128008.442
2828000	1.0950738	0.9517450	0.8530439	0.7706237	0.5865343	0.6987337	0.0159672	0.0101903	0.0921753	0.4762535	0.4213267	0.6359448	-2128006.707
2830000	1.0862124	0.9688393	0.8715325	0.7544770	0.4531207	0.5983266	0.0144461	0.0066155	0.1215679	0.4069510	0.3148627	0.5427751	-2128006.286
2832000	1.0656640	0.9841301	0.7944373	0.7212988	0.5248205	0.7418767	0.0267745	0.0095737	0.0649649	0.8210694	0.4737362	0.6975347	-2128009.477
2834000	1.0732796	0.9930969	0.8282391	0.7340121	0.5112413	0.8492179	0.0164299	0.0094001	0.1036722	0.4540572	1.0465345	1.0355147	-2128004.903
2836000	1.1016855	1.0158080	0.8756314	0.7437989	0.5499349	0.6569229	0.0134513	0.0138258	0.1095884	0.4555996	0.7863227	0.9332730	-2128003.686
2838000	1.0869466	0.9692963	0.9162597	0.8424800	0.5980090	0.4281447	0.0267919	0.0092001	0.1451881	0.4233056	0.4430467	0.4126488	-2128003.587
2840000	1.0941519	0.9713802	0.9147078	0.8815550	0.6284413	0.4781250	0.0262261	0.0117670	0.0929118	0.6624138	0.5112974	0.4308043	-2128003.730
2842000	1.0911704	1.0046195	0.9787174	0.8888972	0.6029867	0.5546207	0.0227555	0.0127098	0.0991296	0.4623010	0.8036998	0.7563043	-2128003.153
2844000	1.0517503	1.0097810	0.9483921	0.8666738	0.5833236	0.6991712	0.0225740	0.0106463	0.0709539	0.9899486	0.6405741	0.6595878	-2128002.899
2846000	1.0362936	1.0286623	0.9866603	0.8872735	0.6207641	0.7493313	0.0282105	0.0077565	0.1072875	0.6741254	0.8193011	0.2899733	-2128008.388
2848000	1.0716762	1.0417492	0.9810479	0.9081901	0.6492494	0.6566434	0.0186573	0.0102236	0.0581527	0.6042406	0.5115286	0.4596532	-2128007.705
2850000	1.0692584	1.0014660	0.8942437	0.7658536	0.4695792	0.7251558	0.0296094	0.0079051	0.0794408	1.0250636	0.5138044	0.5566143	-2128010.806
2852000	1.0584501	0.9476413	0.8675903	0.8063829	0.5164520	0.5748163	0.0147077	0.0140026	0.1228338	0.2457191	0.3910921	0.3908894	-2128003.926
2854000	1.0700380	0.9821409	0.8900350	0.7964262	0.5913500	0.5765768	0.0280320	0.0164874	0.1290009	0.5931391	0.9424296	0.6611822	-2128017.384
2856000	1.0846263	0.9660791	0.9099311	0.8612287	0.7298906	0.7676857	0.0206736	0.0079905	0.0980675	0.3672860	0.5064600	0.3880010	-2128005.565
2858000	1.0246013	0.9502357	0.8876287	0.8155032	0.6420199	0.8485700	0.0248361	0.0097485	0.0851761	0.5981129	0.6147844	0.3283718	-2128002.940
2860000	1.0368773	1.0127059	0.9541562	0.9058835	0.7100711	0.8884917	0.0156401	0.0087052	0.0956078	0.5126392	0.5593627	0.3822657	-2128014.656
2862000	1.0627027	0.9671795	0.9153062	0.8648921	0.7332351	0.7888168	0.0235473	0.0090329	0.1094357	0.4729298	0.3542800	0.3601242	-2128010.625
2864000	1.0596308	1.0458498	0.9651864	0.8912990	0.7186421	0.7872202	0.0135349	0.0103090	0.0656974	0.2786530	0.7334088	0.5546901	-2128012.588
2866000	1.1106160	1.0623742	0.9973775	0.9424636	0.6703426	0.6528149	0.0159734	0.0134810	0.1367954	0.7037818	0.3669744	0.5584296	-2128009.051
2868000	1.0672637	1.0262716	0.9938828	0.9448099	0.6848988	0.8724328	0.0227442	0.0099374	0.1144114	0.6623463	0.5830998	0.6216768	-2128007.019
2870000	1.0913616	1.0162023	0.9739589	0.9126332	0.6775317	0.7825609	0.0202930	0.0101844	0.1394816	0.4587325	0.7745472	0.3984822	-2128010.205
2872000	1.0834673	1.0134551	0.9703533	0.9263865	0.6942601	0.8716472	0.0191226	0.0183315	0.0992554	0.5304005	0.5965937	0.2203882	-2128010.060
2874000	1.0477986	1.0315503	0.9818593	0.9066705	0.7616865	0.6796142	0.0210171	0.0101589	0.1009969	0.3534418	0.4102198	0.7201120	-2128005.459
2876000	1.0191368	1.0159587	0.9618920	0.8820803	0.7499384	0.6140002	0.0145122	0.0098532	0.1323124	0.5089887	0.4746011	0.4082507	-2128005.436
2878000	1.0549349	0.9623651	0.8807354	0.8363886	0.6209134	0.6593125	0.0146911	0.0124595	0.0932023	0.4450044	0.4965100	0.6943254	-2128006.041
2880000	1.0800095	0.9521764	0.8918767	0.8479612	0.6628293	0.5755136	0.0153681	0.0141272	0.1037940	0.4786626	0.5522910	0.4171735	-2128008.281
2882000	1.0822236	0.9638169	0.9301525	0.8729038	0.5837968	0.5631331	0.0173506	0.0149293	0.1238513	0.7023757	0.3448272	0.5144654	-2128009.610
2884000	1.0852642	0.9574955	0.8972749	0.7881405	0.6023979	0.5868017	0.0140299	0.0115818	0.0850147	0.2907414	0.3801259	0.3903990	-2128004.135
2886000	1.0838724	0.9621920	0.8768628	0.8519446	0.5018068	0.7101809	0.0162491	0.0141605	0.0904186	0.4541380	0.3977467	0.4743790	-2128008.218
2888000	1.0754684	0.9740105	0.9521090	0.8679362	0.5836562	0.6025498	0.0212051	0.0095986	0.1179420	0.4348045	0.4588987	0.4046527	-2128005.597
2890000	1.0616772	0.9670210	0.8962958	0.8748546	0.6421103	0.6684820	0.0190426	0.0308302	0.0981586	0.2316481	1.2552739	0.7271218	-2128015.605
2892000	1.0961645	0.9876943	0.9037714	0.8259224	0.6224739	0.6135411	0.0201840	0.0133875	0.0771462	0.6657063	0.4576054	0.6516675	-2128001.038
2894000	1.0551019	0.9801548	0.9149788	0.8114083	0.6588967	0.6745445	0.0221047	0.0130856	0.1005452	0.5776842	0.4849123	0.3087882	-2128015.698
2896000	1.0229386	0.9481074	0.8891651	0.7967519	0.5366956	0.7607792	0.0136984	0.0123530	0.0712922	0.4605389	0.3316050	0.4424955	-2128009.086
2898000	1.0525574	0.9599255	0.8947904	0.8211544	0.5952735	0.5886939	0.0182890	0.0096179	0.1086702	0.4482639	1.1843728	0.4049973	-2128007.888
2900000	1.0898775	0.9631562	0.9020756	0.8268385	0.5880422	0.6439628	0.0203191	0.0126186	0.0898997	0.4807921	0.2111240	0.2704357	-2128006.421
2902000	1.0855486	0.9756582	0.9133838	0.8297199	0.6502910	0.6327445	0.0188181	0.0132237	0.1243801	0.4339426	0.6621898	0.5457625	-2128010.278
2904000	1.0531708	0.9662211	0.8587467	0.7627263	0.6087169	0.5359628	0.0155156	0.0138169	0.0983678	0.4538526	0.4943722	0.5535469	-2128004.163
2906000	1.0488462	0.9804156	0.8855218	0.8358441	0.4469376	0.6414114	0.0273468	0.0112164	0.1385367	0.7855891	0.2450279	0.5827204	-2128006.929
2908000	1.0301986	0.9577605	0.8971770	0.8356644	0.5716313	0.5630211	0.0381853	0.0116892	0.1358753	0.7508619	0.3909510	0.9109628	-2128008.807
2910000	1.0873916	0.9493639	0.9035368	0.8591874	0.6310203	0.6956381	0.0160019	0.0129188	0.1094275	0.2830515	0.5246896	0.3947835	-2128004.420
2912000	1.0769540	0.9534670	0.9095798	0.8458702	0.5274723	0.6575587	0.0212763	0.0092830	0.0846193	0.5026350	0.4110149	0.3493009	-2128003.724
2914000	1.0463228	0.9614074	0.9000453	0.7783143	0.5732454	0.8060332	0.0165556	0.0092181	0.1331279	0.5095671	0.4232946	0.9650174	-2128012.870
2916000	1.0220658	0.9561931	0.8946816	0.8490893	0.5995518	0.6210054	0.0218681	0.0122888	0.1203772	0.6458635	0.3000679	0.4469994	-2128005.626
2918000	1.0563448	0.9589303	0.8568931	0.8128177	0.6114195	0.6701795	0.0161102	0.0150752	0.0884627	0.3707398	0.5777833	0.5280165	-2128004.030
2920000	0.9998823	0.9680205	0.9137390	0.8647823	0.5300130	0.6366337	0.0199649	0.0121487	0.1052646	0.9418477	0.4769962	0.7562490	-2128005.407
2922000	0.9691918	0.9562271	0.9087929	0.8679707	0.6206568	0.6696553	0.0173155	0.0136382	0.0811208	0.2326104	0.4024423	0.4927841	-2128001.373
2924000	1.0104419	0.9656730	0.9096714	0.7764270	0.5102647	0.6405385	0.0131418	0.0121319	0.1154783	0.4812228	0.3333414	0.4700666	-2128015.351
2926000	1.0694111	0.9781232	0.9135953	0.8123165	0.5530814	0.8473393	0.0173566	0.0097381	0.0744658	0.6710018	0.4256008	0.3962060	-2128006.989
2928000	1.0535637	0.9896825	0.9087425	0.8670944	0.4943872	0.6976025	0.0191133	0.0134261	0.0887630	0.2558628	0.4605300	0.3477499	-2128011.361
2930000	1.0821233	0.9467959	0.9154895	0.8529620	0.5738899	0.5186658	0.0190953	0.0115594	0.1400828	0.3193908	0.4233099	0.5980245	-2128007.967
2932000	1.0597534	0.9616828	0.9049408	0.8390747	0.6145801	0.7136981	0.0150805	0.0121188	0.0862339	0.1826876	0.4174769	0.4480339	-2128016.451
2934000	1.0986240	0.9452623	0.8764186	0.8159771	0.5848320	0.6226601	0.0225703	0.0110640	0.0733696	0.6481068	0.2767777	0.5286539	-2128005.885
2936000	1.0837217	0.9751794	0.9211864	0.8471289	0.6627438	0.7456888	0.0255740	0.0119373	0.0886244	0.4653009	0.2986202	0.5399211	-2128010.786
2938000	1.0203462	0.9607764	0.9235270	0.7770316	0.4633361	0.7259461	0.0133796	0.0142103	0.1009198	0.4393147	0.3204392	0.3172472	-2128010.763
